"Idades
Exatas
(X)";"Probabilidades de Morte
entre Duas Idades Exatas
Q (X, N) (Por Mil)";"Óbitos
D (X, N)";"l ( X )";"L (X, N)";"T(X)";"Expectativa de Vida
à Idade X
E(X)";"ano"
"14";"0.471070782662386";"45.7655844829764";"97152.2458351579";"97129.3630429164";"5984536.18085456";"61.5995660152701";2010
"15";"0.701131587194423";"68.0844206250196";"97106.4802506749";"97072.4380403624";"5887406.81781165";"60.6283618005064";2010
"16";"0.869905849578142";"84.4142681662396";"97038.3958300499";"96996.1886959668";"5790334.37977128";"59.6705492732207";2010
"17";"1.02656955583747";"99.5300057886573";"96953.9815618837";"96904.2165589894";"5693338.19107532";"58.7220668956373";2010
"18";"1.15926149293017";"112.279636107851";"96854.451556095";"96798.3117380411";"5596433.97451633";"57.7818973170794";2010
"19";"1.27140507979194";"122.998488809177";"96742.1719199872";"96680.6726755826";"5499635.66277829";"56.8483790846342";2010
"20";"1.38568825782021";"133.884054103877";"96619.173431178";"96552.2314041261";"5402954.9901027";"55.9201119015082";2010
"21";"1.49953073969967";"144.68265734974";"96485.2893770741";"96412.9480483993";"5306402.75869858";"54.9970134614058";2010
"22";"1.58571568298209";"152.768810983477";"96340.6067197244";"96264.2223142326";"5209989.81065018";"54.0788561339162";2010
"23";"1.63637133512086";"157.399020741116";"96187.8379087409";"96109.1383983704";"5113725.58833595";"53.1639519040613";2010
"24";"1.66109286540676";"159.515476898737";"96030.4388879998";"95950.6811495504";"5017616.44993757";"52.2502709353397";2010
"25";"1.67651483886154";"160.729025714069";"95870.9234111011";"95790.558898244";"4921665.76878802";"51.3363759696314";2010
"26";"1.69716239539969";"162.435742767274";"95710.194385387";"95628.9765140034";"4825875.20988978";"50.4217470341549";2010
"27";"1.72519819278147";"164.838820534567";"95547.7586426197";"95465.3392323524";"4730246.23337578";"49.5066163830014";2010
"28";"1.76725119844977";"168.565579367218";"95382.9198220851";"95298.6370324015";"4634780.89414342";"48.5913086199137";2010
"29";"1.82203349978465";"173.483743090595";"95214.3542427179";"95127.6123711726";"4539482.25711102";"47.6764485062735";2010
"30";"1.88221091912499";"178.886964217543";"95040.8704996273";"94951.4270175186";"4444354.64473985";"46.7625624783948";2010
"31";"1.94651831649192";"184.65058849043";"94861.9835354098";"94769.6582411646";"4349403.21772233";"45.8498025829156";2010
"32";"2.02234636889558";"191.47036050192";"94677.3329469194";"94581.5977666684";"4254633.55948117";"44.9382489667988";2010
"33";"2.11171940939684";"199.527629937341";"94485.8625864174";"94386.0987714488";"4160051.9617145";"44.0283006138583";2010
"34";"2.21496481016507";"208.84091400804";"94286.3349564801";"94181.9144994761";"4065665.86294305";"43.1204146902056";2010
"35";"2.3309707468146";"219.291886546627";"94077.4940424721";"93967.8480991987";"3971483.94844357";"42.2150269718134";2010
"36";"2.46021564673582";"230.911417518502";"93858.2021559254";"93742.7464471662";"3877516.10034437";"41.3124906644036";2010
"37";"2.60522902325084";"243.920535200043";"93627.2907384069";"93505.3304708069";"3783773.35389721";"40.4131458259217";2010
"38";"2.76723429954519";"258.41366503344";"93383.3702032069";"93254.1633706902";"3690268.0234264";"39.5174003186669";2010
"39";"2.94684492357208";"274.424805432387";"93124.9565381735";"92987.7441354573";"3597013.86005571";"38.6256702152794";2010
"40";"3.14271570233897";"291.802824047008";"92850.5317327411";"92704.6303207176";"3504026.11592025";"37.7383527108511";2010
"41";"3.35668823625617";"310.690796490637";"92558.7289086941";"92403.3835104488";"3411321.48559954";"36.8557512167727";2010
"42";"3.59294026108958";"331.441690139862";"92248.0381122034";"92082.3172671335";"3318918.10208909";"35.9781971520328";2010
"43";"3.85351804076039";"354.202262557714";"91916.5964220636";"91739.4952907847";"3226835.78482195";"35.1061278422989";2010
"44";"4.13759444864308";"378.848053778841";"91562.3941595059";"91372.9701326164";"3135096.28953117";"34.2399990553948";2010
"45";"4.44984967519517";"405.753073021713";"91183.546105727";"90980.6695692162";"3043723.31939855";"33.3801815063144";2010
"46";"4.78364194698588";"434.248458606051";"90777.7930327053";"90560.6688034023";"2952742.64982934";"32.52714734721";2010
"47";"5.12741425830756";"463.228778595281";"90343.5445740993";"90111.9301848016";"2862181.98102593";"31.6810901599991";2010
"48";"5.47660120061446";"492.238645397264";"89880.315795504";"89634.1964728053";"2772070.05084113";"30.8417925138153";2010
"49";"5.84045682760269";"522.067205497617";"89388.0771501067";"89127.0435473579";"2682435.85436833";"30.0088774687903";2010
"50";"6.22635279439268";"553.311129345144";"88866.0099446091";"88589.3543799365";"2593308.81082097";"29.1822352825045";2010
"51";"6.65395055327988";"587.628331143465";"88312.698815264";"88018.8846496922";"2504719.45644103";"28.3619399026691";2010
"52";"7.1417164509508";"626.507579037262";"87725.0704841205";"87411.8166946018";"2416700.57179134";"27.5485737253275";2010
"53";"7.7031990575106";"670.937567680965";"87098.5629050832";"86763.0941212427";"2329288.75509674";"26.7431364813115";2010
"54";"8.33154386067306";"720.075551272385";"86427.6253374022";"86067.5875617661";"2242525.6609755";"25.9468619231521";2010
"55";"9.01492674334497";"772.647282673552";"85707.5497861299";"85321.2261447931";"2156458.07341373";"25.1606547940624";2010
"56";"9.73789853472205";"827.087462635168";"84934.9025034563";"84521.3587721387";"2071136.84726894";"24.3849911664366";2010
"57";"10.4963007702718";"882.820923798851";"84107.8150408211";"83666.4045789217";"1986615.4884968";"23.6198679936295";2010
"58";"11.2846063064955";"939.161293471004";"83224.9941170223";"82755.4134702868";"1902949.08391788";"22.8651152710464";2010
"59";"12.1137951006037";"996.793718507027";"82285.8328235513";"81787.4359642978";"1820193.67044759";"22.1203773236482";2010
"60";"13.008580373485";"1057.45499868133";"81289.0391050443";"80760.3116057036";"1738406.23448329";"21.3854937101282";2010
"61";"13.9820841703561";"1121.80476209617";"80231.5841063629";"79670.6817253148";"1657645.92287759";"20.6607652253263";2010
"62";"15.0298189113857";"1189.00565766401";"79109.7793442667";"78515.2765154347";"1577975.24115227";"19.9466520350829";2010
"63";"16.1595807608545";"1259.16703533692";"77920.7736866027";"77291.1901689343";"1499459.96463684";"19.2433916360695";2010
"64";"17.3844549317162";"1332.72024582189";"76661.6066512658";"75995.2465283549";"1422168.77446791";"18.5512518794103";2010
"65";"18.6836736571744";"1407.42033055768";"75328.8864054439";"74625.1762401651";"1346173.52793955";"17.8706150080862";2010
"66";"20.1019587125317";"1485.96625900718";"73921.4660748863";"73178.4829453827";"1271548.35169939";"17.2013410882739";2010
"67";"21.7260463286109";"1573.73702483588";"72435.4998158791";"71648.6313034611";"1198369.868754";"16.5439580288683";2010
"68";"23.6075038299377";"1672.86933648569";"70861.7627910432";"70025.3281228003";"1126721.23745054";"15.9002710781132";2010
"69";"25.7290159549798";"1780.16214359971";"69188.8934545575";"68298.8123827576";"1056695.90932774";"15.2726233441176";2010
"70";"28.0251033573887";"1889.13666218004";"67408.7313109578";"66464.1629798678";"988397.096944983";"14.6627458746477";2010
"71";"30.46504122225";"1996.05715184012";"65519.5946487778";"64521.5660728577";"921932.933965116";"14.0711025290556";2010
"72";"33.0927502524654";"2102.16856153928";"63523.5374969376";"62472.453216168";"857411.367892258";"13.4975381044167";2010
"73";"35.9157986262022";"2205.99751802944";"61421.3689353984";"60318.3701763836";"794938.91467609";"12.942383545899";2010
"74";"38.9481134441313";"2306.32700360006";"59215.3714173689";"58062.2079155689";"734620.544499706";"12.4059095960383";2010
"75";"42.1965860014614";"2401.36738686658";"56909.0444137689";"55708.3607203356";"676558.336584138";"11.8884149883994";2010
"76";"45.6907222740921";"2490.4951328421";"54507.6770269023";"53262.4294604812";"620849.975863802";"11.3901382287376";2010
"77";"49.4760476677248";"2573.60457093123";"52017.1818940602";"50730.3796085946";"567587.546403321";"10.9115397208424";2010
"78";"53.5935201764523";"2649.85535886309";"49443.5773231289";"48118.6496436974";"516857.166794726";"10.453474339385";2010
"79";"58.0642619530017";"2717.04292988906";"46793.7219642659";"45435.2004993213";"468738.517151029";"10.0171240387542";2010
"80 ou mais";"1000";"44076.6790343768";"44076.6790343768";"423303.316651707";"423303.316651707";"9.60379334208822";2010
"0";"16.1393861162338";"1613.93861162338";"100000";"98544.9022542205";"7413319.95234418";"74.1331995234418";2011
"1";"1.04667779673203";"102.978505963129";"98386.0613883766";"98334.5721353951";"7314775.05008996";"74.3476763564614";2011
"2";"0.665070643423433";"65.3651931702454";"98283.0828824135";"98250.4002858284";"7216440.47795457";"73.4250520670822";2011
"3";"0.501358243645162";"49.2422624355153";"98217.7176892433";"98193.0965580255";"7118190.07766874";"72.4735846559823";2011
"4";"0.408207952975066";"40.0731524006602";"98168.4754268077";"98148.4388506074";"7019996.98111072";"71.5096873063357";2011
"5";"0.348226989915089";"34.1709581491938";"98128.4022744071";"98111.3167953325";"6921848.54226011";"70.5386858628738";2011
"6";"0.30742472477808";"30.1565920647179";"98094.2313162579";"98079.1530202255";"6823737.22546478";"69.5630837196216";2011
"7";"0.279686829958556";"27.4272301924285";"98064.0747241932";"98050.361109097";"6725658.07244455";"68.5843219482831";2011
"8";"0.262439509077243";"25.7286896399042";"98036.6474940007";"98023.7831491808";"6627607.71133545";"67.6033695638259";2011
"9";"0.255214443373589";"25.013802087189";"98010.9188043608";"97998.4119033173";"6529583.92818627";"66.6209847621156";2011
"10";"0.259257105704414";"25.4035421307171";"97985.9050022737";"97973.2032312083";"6431585.51628296";"65.6378641002879";2011
"11";"0.272564803322437";"26.7005848138512";"97960.501460143";"97947.151167736";"6333612.31305175";"64.6547559337341";2011
"12";"0.310861625399072";"30.4438605216139";"97933.8008753291";"97918.5789450683";"6235665.16188401";"63.6722470296245";2011
"13";"0.372909427037321";"36.5090847694221";"97903.3570148075";"97885.1024724228";"6137746.58293894";"62.6918909635615";2011
"14";"0.513673367015164";"50.2715932953837";"97866.8479300381";"97841.7121333904";"6039861.48046652";"61.7150915577073";2011
"15";"0.815284586843858";"79.7483470251819";"97816.5763367427";"97776.7021632301";"5942019.76833313";"60.7465522804353";2011
"16";"1.01418273358939";"99.1230033829679";"97736.8279897175";"97687.266488026";"5844243.0661699";"59.795710443813";2011
"17";"1.19044902100303";"116.232710313965";"97637.7049863345";"97579.5886311776";"5746555.79968188";"58.8559081810267";2011
"18";"1.32789355101292";"129.498134120613";"97521.4722760206";"97456.7232089603";"5648976.2110507";"57.9254607135348";2011
"19";"1.43293871313719";"139.556730096785";"97391.9741419";"97322.1957768516";"5551519.48784174";"57.0018170055079";2011
"20";"1.53688748940979";"149.466023635059";"97252.4174118032";"97177.6843999856";"5454197.29206489";"56.0828968288754";2011
"21";"1.64013557176091";"159.262004694705";"97102.9513881681";"97023.3203858208";"5357019.6076649";"55.1684529778118";2011
"22";"1.71041700213213";"165.814134570909";"96943.6893834734";"96860.782316188";"5259996.28727908";"54.2582639543713";2011
"23";"1.73981600538649";"168.375696325338";"96777.8752489025";"96693.6874007398";"5163135.50496289";"53.3503705437204";2011
"24";"1.73952126454558";"168.054278828815";"96609.4995525772";"96525.4724131627";"5066441.81756215";"52.4424807190402";2011
"25";"1.72520459453329";"166.381224489701";"96441.4452737483";"96358.2546615035";"4969916.34514899";"51.5329932171995";2011
"26";"1.71597821736346";"165.205912783799";"96275.0640492586";"96192.4610928667";"4873558.09048749";"50.6211877251409";2011
"27";"1.72083128970603";"165.388851130453";"96109.8581364748";"96027.1637109096";"4777365.62939462";"49.7073424311044";2011
"28";"1.74984107428084";"167.887573205572";"95944.4692853444";"95860.5254987416";"4681338.46568371";"48.7921659325785";2011
"29";"1.79842131140337";"172.246645684477";"95776.5817121388";"95690.4583892966";"4585477.94018497";"47.8768176751896";2011
"30";"1.85458021314021";"177.305908104673";"95604.3350664544";"95515.682112402";"4489787.48179567";"46.9621746615865";2011
"31";"1.91079685622845";"182.341667314995";"95427.0291583497";"95335.8583246922";"4394271.79968327";"46.0485025934476";2011
"32";"1.97155054148226";"187.779715196258";"95244.6874910347";"95150.7976334366";"4298935.94135858";"45.1357031515614";2011
"33";"2.0358264901482";"193.519370921626";"95056.9077758384";"94960.1480903776";"4203785.14372514";"44.2238785385112";2011
"34";"2.10649792639025";"199.82953096531";"94863.3884049168";"94763.4736394341";"4108824.99563476";"43.3130743558998";2011
"35";"2.18791814402649";"207.116118038438";"94663.5588739515";"94560.0008149323";"4014061.52199533";"42.4034503851711";2011
"36";"2.28417437614527";"215.754986204889";"94456.4427559131";"94348.5652628106";"3919501.52118039";"41.4953327356278";2011
"37";"2.39673955279556";"225.870383860316";"94240.6877697082";"94127.752577778";"3825152.95591758";"40.589187605092";2011
"38";"2.52798663009287";"237.668201382047";"94014.8173858479";"93895.9832851568";"3731025.20333981";"39.685501786673";2011
"39";"2.67837171507475";"251.170063896018";"93777.1491844658";"93651.5641525178";"3637129.22005465";"38.7848132693838";2011
"40";"2.8459795450815";"266.173023510861";"93525.9791205698";"93392.8926088143";"3543477.65590213";"37.8876296107419";2011
"41";"3.03203406399009";"282.766908887393";"93259.8060970589";"93118.4226426152";"3450084.76329332";"36.994337728975";2011
"42";"3.24089731148111";"301.329036334419";"92977.0391881715";"92826.3746700043";"3356966.3406507";"36.1053263253168";2011
"43";"3.4745978896716";"322.01082691739";"92675.7101518371";"92514.7047383784";"3264139.9659807";"35.2210947251748";2011
"44";"3.73310670509162";"344.766214189873";"92353.6993249197";"92181.3162178248";"3171625.26124232";"34.342157211092";2011
"45";"4.01492004816846";"369.40851015686";"92008.9331107299";"91824.2288556514";"3079443.94502449";"33.4689669895257";2011
"46";"4.32004551002709";"395.886916791722";"91639.524600573";"91441.5811421771";"2987619.71616884";"32.6018683443733";2011
"47";"4.65078981299402";"424.354980640247";"91243.6376837813";"91031.4601934612";"2896178.13502666";"31.7411515865228";2011
"48";"5.0082177133835";"454.842740350655";"90819.282703141";"90591.8613329657";"2805146.6748332";"30.8871265147769";2011
"49";"5.39320427117176";"487.353883569365";"90364.4399627904";"90120.7630210057";"2714554.81350024";"30.0400778737523";2011
"50";"5.80807668724045";"522.013008373827";"89877.086079221";"89616.0795750341";"2624434.05047923";"29.2002574289731";2011
"51";"6.25274555478069";"558.714535940843";"89355.0730708472";"89075.7158028768";"2534817.9709042";"28.3679245485526";2011
"52";"6.72589863379967";"597.235306556312";"88796.3585349063";"88497.7408816282";"2445742.25510132";"27.5432719928474";2011
"53";"7.22797683928317";"637.501219939596";"88199.12322835";"87880.3726183802";"2357244.51421969";"26.726393958778";2011
"54";"7.76245687599676";"679.693314832615";"87561.6220084104";"87221.7753509941";"2269364.14160131";"25.9173378650219";2011
"55";"8.3432762883132";"724.879935552046";"86881.9286935778";"86519.4887258018";"2182142.36625032";"25.1161823760436";2011
"56";"8.96849902680959";"772.699407939141";"86157.0487580258";"85770.6990540562";"2095622.87752452";"24.3232899424181";2011
"57";"9.62464782596245";"821.794292343529";"85384.3493500866";"84973.4522039148";"2009852.17847046";"23.5388826379623";2011
"58";"10.3095633444407";"871.803017935554";"84562.5550577431";"84126.6535487753";"1924878.72626655";"22.7627786903098";2011
"59";"11.0371189510674";"923.704785367639";"83690.7520398075";"83228.8996471237";"1840752.07271777";"21.99468911263";2011
"60";"11.8200673589793";"978.312073651305";"82767.0472544399";"82277.8912176142";"1757523.17307065";"21.2345762156734";2011
"61";"12.6852239675846";"1037.50842379377";"81788.7351807886";"81269.9809688917";"1675245.28185303";"20.4825918648823";2011
"62";"13.6586532736343";"1102.95300769441";"80751.2267569948";"80199.7502531476";"1593975.30088414";"19.7393323284227";2011
"63";"14.7625850817157";"1175.81441783583";"79648.2737493004";"79060.3665403825";"1513775.55063099";"19.0057546682773";2011
"64";"15.9975034696098";"1255.36344042392";"78472.4593314646";"77844.7776112526";"1434715.18409061";"18.2830409077716";2011
"65";"17.3322660492516";"1338.34724953409";"77217.0958910407";"76547.9222662736";"1356870.40647936";"17.5721501931905";2011
"66";"18.778682516838";"1424.90293051381";"75878.7486415066";"75166.2971762497";"1280322.48421309";"16.8732683015378";2011
"67";"20.3931300852011";"1518.34696092777";"74453.8457109928";"73694.6722305289";"1205156.18703684";"16.1866210607157";2011
"68";"22.2034483098002";"1619.41957644657";"72935.498750065";"72125.7889618417";"1131461.51480631";"15.5131799219416";2011
"69";"24.208242079941";"1726.43690882719";"71316.0791736184";"70452.8607192048";"1059335.72584446";"14.8540937488378";2011
"70";"26.3659622693284";"1834.79788228955";"69589.6422647912";"68672.2433236465";"988882.86512526";"14.210201876919";2011
"71";"28.687055399921";"1943.68697441385";"67754.8443825017";"66783.0008952947";"920210.621801613";"13.5814734752644";2011
"72";"31.241392022681";"2056.03216805244";"65811.1574080878";"64783.1413240616";"853427.620906319";"12.9678257383365";2011
"73";"34.0652413170181";"2171.83372649852";"63755.1252400354";"62669.2083767861";"788644.479582257";"12.3698993079073";2011
"74";"37.1620716052203";"2288.56268891121";"61583.2915135369";"60439.0101690813";"725975.271205471";"11.7885103794085";2011
"75";"40.496127119673";"2401.20687600858";"59294.7288246257";"58094.1253866214";"665536.26103639";"11.2242061685589";2011
"76";"44.0772042876113";"2507.70738957089";"56893.5219486171";"55639.6682538316";"607442.135649768";"10.6768242647797";2011
"77";"47.9781344045766";"2609.32992061629";"54385.8145590462";"53081.149598738";"551802.467395937";"10.1460734176713";2011
"78";"52.242823893032";"2704.94976876577";"51776.4846384299";"50424.009754047";"498721.317797199";"9.63219734363801";2011
"79";"56.8932943988936";"2791.84127994537";"49071.5348696641";"47675.6142296914";"448297.308043152";"9.13558765247198";2011
"80 ou mais";"1000";"46279.6935897187";"46279.6935897187";"400621.69381346";"400621.69381346";"8.65653297891454";2011
"0";"15.6944018351754";"1569.44018351754";"100000";"98582.9261003475";"7458083.01365744";"74.5808301365744";2012
"1";"0.983015356249098";"96.7587518237977";"98430.5598164825";"98382.1804405706";"7359500.08755709";"74.768446926223";2012
"2";"0.629077558766082";"61.8595875179451";"98333.8010646587";"98302.8712708997";"7261117.90711652";"73.8415257876793";2012
"3";"0.476626382605778";"46.8389999778963";"98271.9414771407";"98248.5219771518";"7162815.03584562";"72.8876923380188";2012
"4";"0.38964083177353";"38.2725106302419";"98225.1024771628";"98205.9662218477";"7064566.51386847";"71.9222106743128";2012
"5";"0.333543409070791";"32.7495699928914";"98186.8299665326";"98170.4551815361";"6966360.54764662";"70.9500505314321";2012
"6";"0.29539482672712";"28.9942075712956";"98154.0803965397";"98139.583292754";"6868190.09246509";"69.9735565217237";2012
"7";"0.269564259697528";"26.4510162162854";"98125.0861889684";"98111.8606808602";"6770050.50917233";"68.9940847148366";2012
"8";"0.253730528535943";"24.890618551037";"98098.6351727521";"98086.1898634766";"6671938.64849147";"68.0125532505336";2012
"9";"0.247569141581971";"24.280032751013";"98073.744554201";"98061.6045378255";"6573852.45862799";"67.0296875938587";2012
"10";"0.252413253093067";"24.7489843038925";"98049.46452145";"98037.0900292981";"6475790.85409017";"66.0461623701522";2012
"11";"0.266321704462908";"26.1061093213445";"98024.7155371461";"98011.6624824855";"6377753.76406087";"65.0627112673848";2012
"12";"0.305057416875291";"29.8952026494227";"97998.6094278248";"97983.6618265001";"6279742.10157838";"64.0799102991698";2012
"13";"0.367436121570111";"35.997244390109";"97968.7142251754";"97950.7156029803";"6181758.43975189";"63.0993117409245";2012
"14";"0.508461999584115";"49.7950651007553";"97932.7169807853";"97907.8194482349";"6083807.7241489";"62.1223214438395";2012
"15";"0.802517216454456";"78.552730034204";"97882.9219156845";"97843.6455506674";"5985899.90470067";"61.1536699921655";2012
"16";"0.99844988185027";"97.6527608578527";"97804.3691856503";"97755.5428052214";"5888056.25915";"60.2023847009678";2012
"17";"1.17253194075018";"114.56424583389";"97706.7164247925";"97649.4343018755";"5790300.71634478";"59.2620541168399";2012
"18";"1.30900504139117";"127.748619202471";"97592.1521789586";"97528.2778693573";"5692651.28204291";"58.3310353849362";2012
"19";"1.41414409674115";"137.828710936427";"97464.4035597561";"97395.4892042879";"5595123.00417355";"57.406835724831";2012
"20";"1.51792839288282";"147.734771345059";"97326.5748488197";"97252.7074631472";"5497727.51496926";"56.4874241542872";2012
"21";"1.62117367084737";"157.543776897089";"97178.8400774746";"97100.0681890261";"5400474.80750611";"55.5725382521612";2012
"22";"1.6934365474742";"164.299409038721";"97021.2963005775";"96939.1465960582";"5303374.73931709";"54.6619653780643";2012
"23";"1.7273689108595";"167.307765229659";"96856.9968915388";"96773.343008924";"5206435.59272103";"53.7538408149412";2012
"24";"1.73323848072691";"167.586289883241";"96689.6891263091";"96605.8959813675";"5109662.24971211";"52.8459890178897";2012
"25";"1.72583635766161";"166.581354393057";"96522.1028364259";"96438.8121592294";"5013056.35373074";"51.936874626802";2012
"26";"1.72242928050305";"165.965571538794";"96355.5214820329";"96272.5386962635";"4916617.54157151";"51.0257997253255";2012
"27";"1.73053793206292";"166.459675171397";"96189.5559104941";"96106.3260729084";"4820345.00287525";"50.1129769988818";2012
"28";"1.75914756622077";"168.918796043351";"96023.0962353227";"95938.636837301";"4724238.67680234";"49.1989829741035";2012
"29";"1.80445042349074";"172.964111073664";"95854.1774392793";"95767.6953837425";"4628300.03996504";"48.2848026409378";2012
"30";"1.85635772930936";"177.618559911512";"95681.2133282056";"95592.4040482499";"4532532.3445813";"47.3711838188528";2012
"31";"1.90836443872731";"182.255664026436";"95503.5947682941";"95412.4669362809";"4436939.94053305";"46.4583553247155";2012
"32";"1.96425015430786";"187.234955044389";"95321.3391042677";"95227.7216267455";"4341527.47359676";"45.5462283093586";2012
"33";"2.0232132958712";"192.476584405504";"95134.1041492233";"95037.8658570205";"4246299.75197002";"44.6348845132283";2012
"34";"2.08818118713212";"198.255320556557";"94941.6275648178";"94842.4999045395";"4151261.886113";"43.7243598260297";2012
"35";"2.16363837943297";"204.990396384588";"94743.3722442612";"94640.8770460689";"4056419.38620846";"42.814808995298";2012
"36";"2.25357262063086";"213.04910893112";"94538.3818478766";"94431.8572934111";"3961778.50916239";"41.9065614592109";2012
"37";"2.35932238026479";"222.543868556917";"94325.3327389455";"94214.060804667";"3867346.65186898";"41.0000849143277";2012
"38";"2.48325065770423";"233.680812354195";"94102.7888703886";"93985.9484642115";"3773132.59106431";"40.0958636439691";2012
"39";"2.62613891229581";"246.513317333704";"93869.1080580344";"93745.8513993675";"3679146.6426001";"39.1944348754808";2012
"40";"2.78550985987515";"260.786660757317";"93622.5947407007";"93492.201410322";"3585400.79120073";"38.2963193995097";2012
