"";"cd_ibge";"I(f0a9 + smf60 == 2)FALSE";"I(f0a9 + smf60 == 2)TRUE";"se.I(f0a9 + smf60 == 2)FALSE";"se.I(f0a9 + smf60 == 2)TRUE"
"2515609";2515609;302,986582518954;136,24237158077;40,9450794053908;26,0334490902398
"2515708";2515708;515,773899773461;293,386084006848;53,4299321505077;38,7432359782942
"2515807";2515807;513,398558271881;282,073066422579;53,1721195369718;39,125008560183
"2515906";2515906;778,938055407562;457,496907358473;64,2965066952146;48,7114270543751
"2515930";2515930;429,815066604496;260,810684278233;47,3827123488786;35,3891118305598
"2515971";2515971;947,662530175235;635,262052482014;70,9004144913405;56,937530504723
"2516003";2516003;6688,50940799405;4270,50660480967;186,528826174517;147,458708163891
"2516102";2516102;1065,63692814042;591,945626777704;75,4030832583986;56,7668240360776
"2516151";2516151;633,468405856307;432,448451178418;58,4292427632515;48,7036597061895
"2516201";2516201;14255,6961347377;8555,53762458546;279,731390488392;213,552676263859
"2516300";2516300;4386,98993598358;2512,2187666224;155,203664821548;115,086396750316
"2516409";2516409;1612,84572721208;587,145383546922;95,8755885642388;55,9887975991912
"2516508";2516508;1502,23252112133;924,407723220081;88,9471675616382;69,6710071674656
"2516607";2516607;1626,52089910339;1168,83737516839;91,5757865409311;77,1251573114925
"2516706";2516706;1737,71479387164;1122,79426642868;95,1977309940318;75,9525958646766
"2516755";2516755;247,436278936638;154,88354509133;36,8057438662029;28,7980003555284
"2516805";2516805;1338,30828940862;691,372178746552;84,3014579004253;61,3433540407367
"2516904";2516904;971,663770995667;522,274498172629;73,9288825035379;52,3179491536984
"2517001";2517001;226,337966347431;168,623502121585;33,8009336351305;29,3236375232318
"2517100";2517100;263,910587879065;66,9444479788793;39,3120441026756;18,0346628758049
"2517209";2517209;688,458880365321;360,6104466721;59,4677334330985;43,8851701128129
"2517407";2517407;217,680874485197;101,686716404957;36,046981135066;23,1240285831134
"2600054";2600054;17381,2278024187;9029,49617738729;319,395359722123;225,609045784356
"2600104";2600104;6938,97415288156;4519,33884126798;194,96448335768;154,438711386032
"2600203";2600203;4107,95430695452;2131,82624188377;154,528816418041;108,172468727128
"2600302";2600302;4202,68749389407;2504,42657204665;149,139086187797;112,85376834388
"2600401";2600401;6825,96892535637;4409,97478610535;196,387875735451;154,919976402545
"2600500";2600500;7911,10097600789;4952,24747345615;205,568870814631;160,456631368661
"2600609";2600609;783,648289236569;584,701096353753;64,7192003237784;55,4463266772483
"2600708";2600708;6718,06068213212;4376,78516970622;189,229328979276;150,717183626216
"2600807";2600807;3670,31191887164;2219,22734847664;139,363767890218;105,231381599156
"2600906";2600906;3665,09563280475;2317,99346367423;137,411850719287;108,188005016473
"2601003";2601003;550,051985905181;312,121858299048;53,8339178628866;41,0591358943042
"2601052";2601052;80,977975;23,070205;21,3451832981782;10,3172820011037
"2601102";2601102;14846,250111205;9783,15106718715;283,648365994931;228,890860213685
"2601201";2601201;7360,52006553576;4350,75529795897;197,407098718921;149,174313794605
"2601300";2601300;661,246301316056;401,948363423528;59,7904332371417;45,2880395365823
"2601409";2601409;8537,30384843131;5388,78769195459;218,420338354618;171,517203233825
"2601508";2601508;381,42008224896;307,414912575731;45,147558270574;40,389927536986
"2601607";2601607;4469,3882194502;2885,04596187779;156,513727466401;125,035596869596
"2601706";2601706;11052,6682990422;7567,14705173006;239,26574907736;197,279297959714
"2601805";2601805;668,026870583027;293,48064170289;59,6403916757731;39,1698258592825
"2601904";2601904;11117,3108217147;7396,82719686436;241,898018752605;195,211428582022
"2602001";2602001;8125,24062578963;4674,54872416895;211,513109124433;155,468457539789
"2602100";2602100;8232,44147647164;5085,91843831164;209,657831191172;161,277878559026
"2602209";2602209;6208,44978026322;4407,30422701629;180,673520701004;150,830745077209
"2602308";2602308;6781,51124017173;4414,97750099853;186,660152178775;149,091140005712
"2602407";2602407;651,832409538296;332,650135588384;58,871824847634;41,2136006605027
"2602506";2602506;390,740690972277;272,765801800388;45,9792198407017;38,1459875623603
"2602605";2602605;8102,76718892167;5528,66559905496;207,903404113051;170,614574775132
"2602704";2602704;756,059596014329;413,435882428886;63,9854672378787;45,6902261146258
"2602803";2602803;8224,66719949299;5146,97305337291;205,643988735957;159,770327015233
"2602902";2602902;20341,9419606387;13206,5461886422;335,483607061194;268,789054003161
"2603009";2603009;5947,68173886212;3436,90381349711;180,407799743469;134,900938075038
"2603108";2603108;964,234108921448;482,827384151462;72,462940840656;49,7317978887617
"2603207";2603207;4289,70700924791;2678,29067136174;149,50952926259;116,180715266976
"2603306";2603306;533,764239961562;307,228348959886;52,6666580070271;39,5587883091508
"2603405";2603405;196,313878254318;117,881607603454;31,4270763145792;25,0166587939673
"2603454";2603454;16993,463234494;8596,11421105441;307,364634900891;212,015636978156
"2603504";2603504;693,168816395805;418,142824553366;59,924475232363;46,2828456531131
"2603603";2603603;270,412328099436;212,788182321414;37,787073513681;34,3283853519485
"2603702";2603702;4187,7504224483;2795,09203675478;147,690104631198;118,64481961424
"2603801";2603801;494,781307807683;379,346453007296;51,7296869400546;45,9425941853279
"2603900";2603900;610,40272670289;348,844598683203;57,51184345113;42,3043632107387
"2603926";2603926;286,793353498661;152,437440127159;39,8172371378624;27,7281995022429
"2604007";2604007;9470,10843935096;5704,26476092735;225,153638453994;172,882107472299
"2604106";2604106;45531,6355409718;26974,5550948035;502,396420847344;382,746136062794
"2604155";2604155;571,699638251639;207,987956949912;57,5280475490916;33,0258405950666
"2604205";2604205;7952,54284500685;4766,40091326579;213,543628685202;162,853121435586
"2604304";2604304;584,327969668134;325,496440401163;54,234660440298;39,7941885976339
"2604403";2604403;582,534185265968;307,414913600775;55,7986739352896;40,3899276527511
"2604502";2604502;395,634198194255;238,209970498661;47,2762357114104;36,2230252854142
"2604601";2604601;3976,54014158078;2552,94948492377;145,277282390034;116,019807276302
"2604700";2604700;508,9954233411;335,09689107707;53,5975436490466;41,9408891679488
"2604809";2604809;830,344608620462;462,485669099436;67,8283142333984;50,269275621549
"2604908";2604908;4729,71791220604;2542,76814420604;160,841011604778;115,919489288763
"2605004";2605004;4808,69633043499;2825,83153892183;163,366568978614;124,346239275852
"2605103";2605103;3309,537489432;1736,58475853247;138,443323929514;97,6476271861978
"2605152";2605152;754,732214418581;291,313732817395;66,5759350663937;39,6669948112215
"2605202";2605202;10474,9928226589;7284,85843162198;239,735145355803;199,333281832576
"2605301";2605301;7798,17592322426;5030,04812561686;205,677261250431;164,420735526852
"2605400";2605400;4154,81362229692;2741,97285417329;149,113114391792;120,908649426812
"2605509";2605509;492,707680620462;263,445194451251;52,4250044901696;37,1392895479957
"2605608";2605608;4677,29874070676;3067,36019981006;157,517618261474;126,519739815433
"2605707";2605707;4533,92092012464;2768,93843626351;155,719256800082;119,138915568789
"2605806";2605806;520,10981607707;344,230937428886;52,6914305865346;42,0520806021053
"2605905";2605905;4473,73622350176;3005,31695356021;152,829340593841;123,783589325485
"2606002";2606002;16357,3061018615;9433,80781994316;294,869791100135;220,241872945511
"2606101";2606101;5568,32027459885;3437,35570096315;175,199685651969;136,10843747878
"2606200";2606200;11782,2106566701;7521,59027788037;248,668754064051;197,654963477275
"2606309";2606309;490,354208772665;265,70538512448;52,16444230622;37,0588185979743
"2606408";2606408;11911,1182795735;7455,02213870894;258,583718055475;202,002925391609
"2606507";2606507;3744,02059611134;2434,31615764785;142,503027240784;113,669763846247
"2606606";2606606;5374,83327289769;3409,06130687718;170,486182416339;134,780341839447
"2606705";2606705;393,18744467055;263,165350381476;46,6322374421728;35,7722523347685
"2606804";2606804;14860,8680234163;8585,61699600443;285,022192919557;213,09204625865
"2606903";2606903;663,413214301727;372,006197825432;59,4617406508323;43,9236947818575
"2607000";2607000;856,907212785318;526,610544461225;65,8000336261474;51,5635262438178
"2607109";2607109;256,664620820074;138,689731299048;37,3796617047275;27,1702948540345
"2607208";2607208;11612,3534247679;6885,54097926804;255,795785635791;194,947243883894
"2607307";2607307;5200,80240296588;3207,38337041662;163,880914944508;126,19972557808
"2607406";2607406;372,565883695594;148,103620650863;46,1371473168243;29,1074189697289
"2607505";2607505;4030,65354421735;3031,73937296972;144,208154832051;124,362165926444
"2607604";2607604;90,29896;55,3684916095759;23,0525039146879;15,9833903513127
"2607653";2607653;5040,23672734809;3228,20327729974;163,310441078656;130,398564910378
"2607703";2607703;647,405309849735;379,066610204229;59,2542161113507;44,8447239628672
"2607752";2607752;3266,19963865641;2063,48384124143;131,950735437968;103,67642161187
"2607802";2607802;619,630055845118;399,688174800388;57,8806441272988;45,3539210170895
"2607901";2607901;74538,2397334327;45367,8651885692;638,962770754244;491,86088551447
"2607950";2607950;326,335970645506;140,949922778022;43,3888886873836;27,0602085016957
"2608008";2608008;915,837292608071;568,59991510941;71,0218867234253;54,9220464261617
"2608057";2608057;648,058278429558;351,291352820074;61,1852212601626;43,0132111610724
"2608107";2608107;5508,78249366046;3426,93904550242;167,755120319131;131,331602355582
"2608206";2608206;767,640386660097;437,157159805004;64,5286256718036;49,260225843084
"2608255";2608255;496,85493774762;224,275699473616;51,0248953023647;34,8573380627541
"2608305";2608305;531,224204757595;365,039059007296;51,7694568778411;43,3676918236289
"2608404";2608404;901,809742503277;420,682859403842;70,0987572870078;47,2842760198552
"2608453";2608453;511,255614166532;247,250734301727;53,5418007181634;35,8918503962642
"2608503";2608503;715,562719991963;217,308564254318;65,3307989246409;34,1540195946499
"2608602";2608602;154,884193301727;48,5833826508635;28,7981162377539;16,5328600366817
"2608701";2608701;674,807443166794;559,27930861075;59,4899709286821;54,2277507886474
"2608750";2608750;4562,02343065882;3000,35289708269;158,686558952458;128,521160888763
"2608800";2608800;5179,47875481959;3390,41336572476;166,154753364661;134,216704662918
"2608909";2608909;10384,1141130072;6654,09303477373;236,44534589252;188,885530370612
"2609006";2609006;4972,09383746258;2247,92348143166;166,086639239275;108,147134247059
"2609105";2609105;395,074509553366;288,773700146845;45,1186998064083;38,4677614365168
"2609154";2609154;621,703681505956;464,279453832727;57,2516171718399;48,527384287134
"2609204";2609204;552,218895927546;413,622444625819;53,4686264908639;46,4116926080648
"2609303";2609303;677,534044797709;349,031163650864;60,821083776799;43,0825678497656
"2609402";2609402;8649,93496560343;4662,55485111613;215,877977696147;153,464596129694
"2609501";2609501;4512,49472615036;2705,23181659167;154,7034813799;117,094722763291
"2609600";2609600;44232,6663606658;24887,3705198423;496,344322588516;366,92046365577
"2609709";2609709;3728,42123214275;2099,01151928331;142,553874605212;103,496602271094
"2609808";2609808;41,6192714143638;66,9500454143638;14,9942228670463;18,0361468596527
"2609907";2609907;12181,4006190292;6838,81271487129;258,60561995325;190,71444908851
"2610004";2610004;11150,1378922111;5731,27972366384;251,971536948332;176,177406516051
"2610103";2610103;413,80900291951;258,924811448572;47,1221139532109;37,2997098774777
"2610202";2610202;4398,88485665963;2714,19106473609;152,207942116561;118,905499817344
"2610301";2610301;253,938023204229;173,152282299048;35,1722691369194;29,1207582495721
"2610400";2610400;850,126639351074;528,777455705569;65,9360854643199;51,1820348440653
"2610509";2610509;2899,157568096;1937,60471935513;125,943452303733;103,313998419967
"2610608";2610608;7594,0035278889;4482,66356513121;199,037895191699;152,11192242554
"2610707";2610707;31552,5956093493;17660,0204191371;429,902416735853;315,565686987021
"2610806";2610806;3943,89512913894;2418,43262266754;148,254106177702;114,416135728117
"2610905";2610905;11212,7016810591;6928,16524158086;244,033786318029;188,352766787755
"2611002";2611002;5473,3085822797;3249,00437566157;171,180905155158;128,964118012928
"2611101";2611101;40487,836541015;24715,2959512182;471,104813869498;364,81391413551
"2611200";2611200;303,081093229273;164,111518079749;41,3489639262685;29,527943011676
"2611309";2611309;4371,55439602571;2819,59918448447;156,996216793021;124,052110368231
"2611408";2611408;557,672086575731;360,611958902502;56,3843137264411;43,8853471333425
"2611507";2611507;3664,93121008548;2036,45529379377;141,203903834109;104,181024844202
"2611533";2611533;337,543643007296;207,894674857771;42,6557785077762;32,5189462122064
"2611606";2611606;140302,168681607;85042,9247077187;873,239914724411;672,253150419799
"2611705";2611705;4118,43673320164;2633,97611921688;153,462132795215;120,792698252104
"2611804";2611804;5945,15028981429;3927,7558827547;180,773437343076;145,761687576985
"2611903";2611903;4074,27923320716;2361,40534728294;149,970186682637;112,920805034522
"2612000";2612000;586,58816261075;401,855080830049;54,1795690361668;44,9197315689459
"2612109";2612109;281,993128825432;189,346744650863;38,6998892317952;30,6451246114734
"2612208";2612208;9691,00352946962;4739,81297422738;233,328713988112;157,678447778584
"2612307";2612307;638,084700643089;378,786767705569;58,6112772310538;43,7192929570004
"2612406";2612406;762,560323982251;410,895847381476;63,0598630854097;44,6530598608698
"2612455";2612455;349,311004166532;247,437295648185;44,2242054483606;36,8058887628859
"2612471";2612471;536,677400991964;323,516092705569;54,7756682823372;41,1001378637373
"2612505";2612505;13522,9733234958;9078,32220267897;269,319401809675;221,768077802078
"2612554";2612554;542,991566677846;283,97347403234;53,0691581149664;37,3100219106978
"2612604";2612604;7151,79244788818;4883,1487201402;198,206802377986;164,229360870192
"2612703";2612703;559,652437301727;238,209970650863;55,4395684270946;36,2230253033443
"2612802";2612802;319,182274451251;242,730350972277;42,0429791849888;36,0578182508975
"2612901";2612901;484,901018079749;341,597621905181;48,9982780565846;40,51483399468
"2613008";2613008;6766,95958055537;3765,26472424356;190,2977457616;137,994214220429
"2613107";2613107;5568,94979377942;3300,30083336601;176,129973787768;133,91622474552
"2613206";2613206;3923,38145839795;2504,7058253226;141,564580364168;111,878129225008
"2613305";2613305;4425,10984136354;2585,10248698745;152,778681919001;115,82108611636
"2613404";2613404;756,0595928721;519,73668937344;63,9854670114068;51,4148815529889
"2613503";2613503;5645,79653582304;3375,45485664993;169,021829099492;128,160339322376
"2613602";2613602;6344,78314491861;3473,83356714444;185,069362180689;135,054009852964
"2613701";2613701;12674,4081147994;7979,43214982092;260,865645826753;202,947041697653
"2613800";2613800;667,653750181864;364,945779972277;58,5156364649815;42,9829323930186
"2613909";2613909;12045,4191704969;6339,83959327923;257,486698096295;181,675886043143
"2614006";2614006;788,541794891787;351,198071054705;65,646961772423;42,6252517702611
"2614105";2614105;5593,36612386154;3637,26552279434;173,071750343606;136,691451865415
"2614204";2614204;5381,73981075082;3480,68663234199;169,868802927811;135,586816545986
"2614303";2614303;702,675988797709;374,173106952591;61,0996726185786;43,4752260854323
"2614402";2614402;406,841872127159;235,483374476295;46,6042937821476;33,940489822773
"2614501";2614501;8608,65640712297;5857,50328921785;216,479122508702;176,764734237168
"2614600";2614600;5699,33352973873;4016,42726143248;173,370700795656;145,090336956975
"2614709";2614709;619,723332351074;298,187586947233;58,1669416050883;39,859526104187
"2614808";2614808;685,828556979573;482,454262286657;58,3910763407711;48,377214844216
"2614857";2614857;855,579832183539;550,425109251639;68,3217381182173;55,0544045852533
"2615003";2615003;4161,595984705;2547,52085144553;149,916331665802;116,848859267639
"2615102";2615102;279,826216448572;298,280866658159;39,2030170767944;40,274136374583
"2615201";2615201;506,175547276683;291,033890426207;51,7621844333027;38,3900732247813
"2615300";2615300;10385,7046828187;4623,43740351555;242,594570112248;155,223116811287
"2615409";2615409;4933,90963954452;3432,60964947175;162,58496461597;134,594572458141
"2615508";2615508;259,297937825432;180,305980324092;39,0405612681073;31,0323203615281
"2615607";2615607;3737,25349758517;2389,02632136293;142,009357409412;112,352356570383
"2615706";2615706;520,482938049347;235,763216254317;53,937775501974;35,3783781372068
"2615805";2615805;4164,81899754913;2445,96584095195;149,18449327236;111,850731648144
"2615904";2615904;351,104788286657;256,47805698493;42,2337286219426;36,4800023010591
"2616001";2616001;1325,87216185871;686,668085545329;86,8409152125496;60,8977437622594
"2616100";2616100;492,521118553366;272,672519556045;51,7873796155957;37,7079845336628
"2616183";2616183;592,414480727934;305,061441927546;58,2118438835272;40,0511304159604
"2616209";2616209;818,483965615104;399,874733528322;66,5673055341952;46,0806529335839
"2616308";2616308;6247,3808862832;3367,9066087688;184,019380025371;130,92822062035
"2616407";2616407;24100,2036794674;16786,9275504234;367,69394686673;305,508002209025
"2616506";2616506;556,645996752978;286,700072127159;53,0445546669451;39,3978186598497
"2700102";2700102;904,168393770931;524,353548497892;70,2932407637506;51,6217123791029
"2700201";2700201;931,477546521495;528,780736985452;70,2559116469607;51,1823457754686
"2700300";2700300;26446,629589751;16482,3804829169;381,568963774682;298,126092993164
"2700409";2700409;6863,35155776866;4401,22627443723;190,702671211229;151,553730731346
"2700508";2700508;513,294360248494;256,553543226451;52,8577181666979;36,9300990751219
"2700607";2700607;152,707316613226;99,4201944159098;29,4689191724715;23,2513249520446
"2700706";2700706;1413,84158839289;1099,73745663101;85,0991347744113;75,2499163990014
"2700805";2700805;334,912373684004;212,416380842002;41,1413397235714;32,3350230657478
"2700904";2700904;649,482761484815;503,358797052012;58,6402574469091;49,8596131166222
"2701001";2701001;5023,09947993277;3233,60965015606;163,001831142995;129,28204908146
"2701100";2701100;1180,03526626853;753,896986707117;81,7842251004264;64,2913930139426
"2701209";2701209;1070,72759550793;637,808654392887;76,6363400920807;57,7550667539932
"2701308";2701308;938,724460128118;681,778612247181;71,3028020054576;59,8967962231536
"2701357";2701357;529,713242130374;422,852293880938;54,3311556906158;46,8682431780817
"2701407";2701407;7236,05011525326;4282,33278232415;195,702620356402;148,779996787786
"2701506";2701506;309,747031868812;131,526070657311;40,7231995710445;24,9628562156026
"2701605";2701605;1091,25608156445;807,09433231325;76,7189469496245;66,542474678803
"2701704";2701704;1553,74440747805;787,800302773187;91,7141652924566;63,5907065378484
"2701803";2701803;752,964483456701;466,729008550885;61,6534007770049;49,1468367912804
"2701902";2701902;586,778273564942;360,427563761875;54,7896828575551;43,1218843601121
"2702009";2702009;564,176066077381;258,553313551375;55,3320388284635;35,4737492116025
"2702108";2702108;1007,27710237883;641,956090471248;71,907131056556;56,4872129691354
"2702207";2702207;208,067004270154;129,453510248112;33,5228629972053;26,3735520964292
"2702306";2702306;8302,5866413839;4962,54996248755;215,049961254285;163,312907517454
"2702355";2702355;5087,05545613804;2559,9035651396;165,636768912788;114,267493181829
"2702405";2702405;8691,04987756306;4824,28428288424;214,521368863572;156,500011235602
"2702504";2702504;1019,79046931276;688,839028090948;74,6503372496188;60,5754005915513
"2702553";2702553;1898,42147724869;655,983674024388;105,583815865412;57,6288848891217
"2702603";2702603;4195,91187710441;2764,85714328853;148,993598409075;119,747615070832
"2702702";2702702;392,816663684004;152,53162365687;45,1850887962172;28,3211319342111
"2702801";2702801;1227,87291546497;739,496403981922;81,8294191093946;62,2109890803036
"2702900";2702900;5641,58776683577;3442,65005962691;169,448072630359;129,806080729508
"2703007";2703007;1209,81333769483;708,808013695316;77,0747143308172;59,0146020397714
"2703106";2703106;5534,06227299797;2944,87322957652;174,338680869299;121,982119093381
"2703205";2703205;4449,90353230984;2694,04574965613;155,266943369044;120,204914012966
"2703304";2703304;1383,89921900808;951,633034417765;84,3814298016369;69,3950471443305
"2703403";2703403;479,242370249436;309,863440235869;53,079815224784;41,1320109964128
"2703502";2703502;599,291648178856;358,074093038445;58,3434719981769;42,8047181844655
"2703601";2703601;425,01926493344;360,33431172294;46,4482119593097;42,7349114584477
"2703700";2703700;201,006586241019;76,3536592189762;32,2804246128303;20,8378580771667
"2703759";2703759;1183,43668951195;642,04933793344;79,2339487114543;56,7805368338172
"2703809";2703809;5320,28477070938;3210,61424268713;166,904661759396;128,997880718677
"2703908";2703908;349,312961800811;175,786590473504;44,2244432406584;31,2242856767731
"2704005";2704005;4356,38617933947;2734,822082625;153,016795005425;119,098982078753
"2704104";2704104;723,246654161009;434,306324533216;61,4700449048508;47,2534368014632
"2704203";2704203;3267,4635243311;2250,89810909174;129,183840669987;106,364490721419
"2704302";2704302;85970,4648781627;53382,1243051727;683,019519490389;533,642189887585
"2704401";2704401;969,226350322797;557,302152457681;73,519430272818;55,1935468828534
"2704500";2704500;4813,35106879377;3341,81123804791;158,439911464185;132,587119232907
"2704609";2704609;1063,66718641374;501,471584180621;76,1011357711742;51,2332897126724
"2704708";2704708;7369,73539190828;4083,1087849623;201,543064027082;147,723692312964
"2704807";2704807;467,008758997745;177,860310947007;50,1506150885425;30,0422590140967
"2704906";2704906;221,923521105005;104,041221052503;34,4643821279104;23,7062398198232
"2705002";2705002;3678,05673663925;2367,05495084881;138,870476484026;111,059080890706
"2705101";2705101;5110,37041197835;3104,47924855929;167,896941965941;129,462352121438
"2705200";2705200;393,34837883182;177,940049408817;47,3363921739357;30,5879751139517
"2705309";2705309;504,104809336854;335,19213103668;52,4573610776833;42,3353590831028
"2705408";2705408;610,312999825689;374,54839472294;57,2225892044638;44,9779359480293
"2705507";2705507;5481,88704620907;2615,88826959526;177,642814181381;119,245300401439
"2705606";2705606;875,46046665638;563,523305736507;66,6934965080952;53,1889569756356
"2705705";2705705;1275,24430471794;713,608211024388;80,8537073111309;59,7532349304179
"2705804";2705804;346,959488354441;175,879841880938;43,9152396304174;31,7518552098021
"2705903";2705903;136,233014649836;43,8732354088171;26,031700132454;14,7917059843742
"2706000";2706000;485,183782207755;335,098880274315;50,0053305837143;41,941129916743
"2706109";2706109;1017,25048903845;529,153736157508;74,0201034656669;52,4645525444061
"2706208";2706208;353,64690137981;168,539673105005;43,32909576616;28,7531716693124
"2706307";2706307;14244,89846399;9329,9927293764;283,960025075525;229,228909186131
"2706406";2706406;4222,346059841;2904,8920245953;147,203192800963;120,873853829263
"2706422";2706422;443,940295247181;161,852261906306;49,0783157748379;29,6290290191511
"2706448";2706448;187,166664226451;104,127137408817;31,2759496625712;24,3952806638998
"2706505";2706505;942,965154587565;531,413959011311;70,5157282210098;52,4076049107611
"2706604";2706604;1122,13097086335;492,337441684004;79,6222188246745;51,1420948317812
"2706703";2706703;11180,365172709;6841,23230207738;247,00280013134;190,109963478022
"2706802";2706802;1399,62751140243;874,71445993295;83,9354506118156;64,6701597898367
"2706901";2706901;5236,78938936721;3629,88853631045;173,036212455549;142,943382038837
"2707008";2707008;280,107565524241;159,498788670437;40,454495242001;29,1654776373204
"2707107";2707107;4244,56850951046;2435,30073869513;148,395714019898;112,300312206181
"2707206";2707206;910,109800717939;600,526110351695;68,0014651344246;55,068339935759
"2707305";2707305;4885,26102118225;3389,48298087454;160,749513529758;133,094904848297
"2707404";2707404;619,074126683514;480,663335827945;56,1325318477092;50,1246143358632
"2707503";2707503;864,252613063814;510,325960157508;67,1648567617925;50,3439480210314
"2707602";2707602;441,586819077871;321,257797695806;48,7998825186878;41,1729498874437
"2707701";2707701;13207,8336339537;6597,5458368709;276,595493296398;189,70525491913
"2707800";2707800;360,427566260748;291,222168564942;43,1218846718895;39,2461942043614
"2707909";2707909;194,227080218976;154,873515627793;32,5567473164132;28,7962020531567
"2708006";2708006;8430,46727772836;5930,42710356008;207,671943837225;173,945148240866
"2708105";2708105;1009,04886938936;395,170140260748;76,1701585259552;45,4856582295825
"2708204";2708204;256,459909065746;159,393187459995;36,4775006579249;28,5880702616812
"2708303";2708303;1979,69616827382;1275,80380260339;104,400257415115;82,0771953343565
"2708402";2708402;5953,86049753991;3785,16518437636;175,818953057179;139,284986705392
"2708501";2708501;6174,88984254349;4024,51417147481;182,166370119229;146,623397940635
"2708600";2708600;7230,04313198863;4409,67207826535;195,281599423668;151,975573261548
"2708709";2708709;670,570764467228;330,298685301448;60,4211554093002;40,8818755891077
"2708808";2708808;5477,09857321917;3079,2994455866;170,282368717333;125,929425624746
"2708907";2708907;321,139841627793;163,819217613226;40,7644407337726;27,7868664797682
"2708956";2708956;522,373072105005;339,805819473504;52,6350255614137;42,5859676898265
"2709004";2709004;824,128140140411;409,197719800811;69,4117925376683;46,8960273686727
"2709103";2709103;170,879634839677;138,492849248494;29,221005517218;25,9167468919666
"2709152";2709152;8717,30183583648;4348,23958540033;215,526801076377;148,22174034908
"2709202";2709202;3350,3905652291;2059,43806159343;130,406102931759;101,891330844873
"2709301";2709301;15067,2303662162;6389,35614007508;298,154787807106;185,164438481922
"2709400";2709400;3593,80924442028;2620,87803251716;136,273948566456;115,531380937266
"2800100";2800100;73,9119332369786;46,136659424027;19,333705253293;14,5896057971816
"2800209";2800209;1148,87458464897;612,290160755923;78,3264256703852;56,2916180031026
"2800308";2800308;43256,0008264991;24123,9151075364;493,579440346491;360,257857171508
"2800407";2800407;878,741923480036;429,910436366999;69,3358912751716;47,7322402901004
"2800506";2800506;989,190074213402;688,369007684067;72,2383710277474;59,1880145881817
"2800605";2800605;224,030997277414;145,431545232192;33,8822451509724;26,831677772318
"2800670";2800670;6271,92153248414;3638,76306480059;187,894705393264;139,78238582408
"2800704";2800704;383,587222473957;249,511075236979;44,7113924313638;35,8085985326305
"2801009";2801009;742,498864456974;353,738309902927;64,2649717399792;43,7105893110318
"2801108";2801108;381,513585616018;281,993293616018;45,5140480335742;38,6999110658917
"2801207";2801207;6376,92479604182;3832,10646601539;186,766332787448;143,040468050094
"2801306";2801306;5842,53598177468;3719,84744877303;176,999124653859;140,949021878577
"2801405";2801405;4205,9219999914;2408,41543012372;152,889584307269;114,334978782033
"2801504";2801504;844,465909533773;432,077353705993;69,0230735779864;47,3198772642411
"2801603";2801603;418,236354357114;194,053804656063;46,640417355258;31,521939463954
"2801702";2801702;1281,15692635002;869,141484456974;83,8072751598003;68,058936950844
"2801900";2801900;214,95521713002;140,950006469015;33,7526970937309;27,0602240761501
"2802007";2802007;272,859238281966;182,566278848054;38,5790390941296;30,9359937025436
"2802106";2802106;8775,77023843512;5512,49405229467;212,137215812255;164,976384722878
"2802205";2802205;210,434830848054;131,815953044988;33,9291247612254;26,8870130983869
"2802304";2802304;923,271341800911;564,266418938029;72,5172980016343;55,6311797302448
"2802403";2802403;1002,9377948042;691,002314826128;72,4498411792902;60,2506795244667
"2802502";2802502;127,388844;78,618877808009;27,7141788902185;20,6954459094383
"2802601";2802601;536,024753791026;374,453167701051;52,6099580848417;44,6068404715886
"2802700";2802700;725,931287433912;369,559669620961;62,498068702958;43,2298061074781
"2802809";2802809;1440,65488017501;794,94971913002;88,7340670259366;64,4880612437624
"2802908";2802908;11819,9098716897;7637,87480328821;247,936184256278;197,081531266004
"2803005";2803005;7446,01126313968;5470,27965898665;195,595229473015;167,188213931927
"2803104";2803104;351,291557983017;228,60965913002;43,0132354587051;33,7141767661362
"2803203";2803203;5801,271128854;3421,53418362928;179,004839328316;136,851947272967
"2803302";2803302;741,939197397159;464,466292938029;62,6948302931645;49,2072986821442
"2803401";2803401;958,594942048279;563,706752281966;69,7434187469685;53,8096929103934
"2803500";2803500;12644,015872684;8479,4720036918;257,076958663197;208,648406958535
"2803609";2803609;4389,95382876535;2747,17436956939;152,491213632443;118,473933321072
"2803708";2803708;550,332140865669;307,508371701051;54,7518634774899;40,7991709574734
"2803807";2803807;110,821261040045;73,911933424027;23,3253223934246;19,3337052973255
"2803906";2803906;647,872073032947;280,106210848054;60,639812422934;40,4543076794621
"2804003";2804003;786,748445317069;483,573904469015;66,9449245571456;52,33591805928
"2804102";2804102;455,518793997845;291,034067120135;49,7842367578767;38,3900959268764
"2804201";2804201;670,474017424027;480,847321808009;60,1452867022703;50,7828649825165
"2804300";2804300;409,195581232036;238,303383616018;46,8957911907685;36,6787848491086
"2804409";2804409;1333,23466422823;771,321717477249;83,1830028332836;62,0724041039078
"2804458";2804458;767,360999992902;526,704142447089;63,7516727982451;51,8847239984259
"2804508";2804508;6578,0817675626;4511,37373110128;185,241304649843;152,987541477185
"2804607";2804607;5046,09946756436;3096,39881308117;165,668849568765;128,353980959816
"2804706";2804706;410,98938216018;279,453264277024;45,0235764150191;37,4697372132119
"2804805";2804805;17702,4586172548;11368,420622782;306,855364708699;243,579609232326
"2804904";2804904;1296,51188957001;721,317616653908;82,5572585421767;62,3276138462203
