"";"local";"Tx de Cobertura Bruta - Creche";"Tx de Cobertura Efetiva - Creche";"Tx de Cobertura - Pré-escola";"Tx de Cobertura efetiva  - Pré-escola";"Creches e Pre-escolas / 1.000 crianças de 0 a 6";"Creches e Pré-escolas públicas (% do total)";"Nº de alunos por turma";"Ano"
"35";"Itaguaçu - ES";"0.306666666666667";"0.278333333333333";"0.954983922829582";"0.826366559485531";"8.72093023255814";"1";"16.5862068965517";"2012"
"36";"Itapemirim - ES";"0.393491124260355";"0.370315581854043";"1.02446483180428";"0.912334352701325";"8.74125874125874";"1";"17.64";"2012"
"37";"Itarana - ES";"0.62085308056872";"0.606635071090047";"0.881057268722467";"0.828193832599119";"16.4533820840951";"1";"17.4210526315789";"2012"
"38";"Iúna - ES";"0.151071025930101";"0.140924464487035";"0.845869297163995";"0.758323057953144";"5.81793292265572";"0.823529411764706";"17.0357142857143";"2012"
"39";"Jaguaré - ES";"0.287886733088621";"0.34766649187205";"1.07857911733046";"0.839612486544672";"4.29316160686906";"0.928571428571429";"20.3698630136986";"2012"
"40";"Jerônimo Monteiro - ES";"0.21301775147929";"0.242603550295858";"0.954022988505747";"0.827586206896552";"2.20994475138122";"1";"15.5217391304348";"2012"
"41";"João Neiva - ES";"0.363073110285006";"0.33457249070632";"0.970149253731343";"0.888059701492537";"7.13266761768902";"0.9";"11.5762711864407";"2012"
"42";"Laranja da Terra - ES";"0.0702576112412178";"0.0725995316159251";"1.00487804878049";"0.926829268292683";"16.3265306122449";"1";"14.75";"2012"
"43";"Linhares - ES";"0.383279559688745";"0.352818371607516";"0.983639177537033";"0.897855405704179";"2.60537285780454";"0.844444444444444";"13.0786516853933";"2012"
"44";"Mantenópolis - ES";"0.3";"0.260714285714286";"0.759668508287293";"0.693370165745856";"3.584229390681";"1";"20.2692307692308";"2012"
"45";"Marataízes - ES";"0.283391915641476";"0.268453427065026";"1.04878048780488";"0.930894308943089";"6.44814615797958";"0.916666666666667";"15.8207547169811";"2012"
"46";"Marechal Floriano - ES";"0.293032786885246";"0.327868852459016";"1.2764857881137";"1.04909560723514";"8.86637112096263";"0.928571428571429";"15.2";"2012"
"47";"Marilândia - ES";"0.236598890942699";"0.214417744916821";"0.988549618320611";"0.889312977099237";"8.65800865800866";"1";"14.8846153846154";"2012"
"48";"Mimoso do Sul - ES";"0.176706827309237";"0.188085676037483";"0.80030487804878";"0.745426829268293";"5.70729718711782";"1";"11.7761194029851";"2012"
"49";"Montanha - ES";"0.372269705603039";"0.346628679962013";"0.932624113475177";"0.870567375886525";"4.25985090521832";"0.875";"23.5384615384615";"2012"
"50";"Mucurici - ES";"0.27843137254902";"0.250980392156863";"0.973154362416107";"0.838926174496644";"10.6382978723404";"1";"15.4285714285714";"2012"
"51";"Muniz Freire - ES";"0.204519774011299";"0.220338983050847";"0.771428571428571";"0.706666666666667";"6.6747572815534";"1";"15.025641025641";"2012"
"52";"Muqui - ES";"0.247058823529412";"0.289705882352941";"1.00826446280992";"0.856749311294766";"12.2249388753056";"1";"17.7931034482759";"2012"
"53";"Nova Venécia - ES";"0.283497350492051";"0.266464799394398";"0.906045751633987";"0.808006535947712";"3.99911130859809";"0.888888888888889";"15.9074074074074";"2012"
"54";"Pancas - ES";"0.264540337711069";"0.23827392120075";"0.674418604651163";"0.602713178294574";"3.81471389645777";"0.857142857142857";"14.6511627906977";"2012"
"55";"Pedro Canário - ES";"0.129784688995215";"0.156698564593301";"0.919354838709677";"0.790322580645161";"3.06539509536785";"0.555555555555556";"16.9166666666667";"2012"
"56";"Pinheiros - ES";"0.206030150753769";"0.206030150753769";"0.892601431980907";"0.852028639618138";"4.23131170662905";"0.916666666666667";"17.6190476190476";"2012"
"57";"Piúma - ES";"0.278268551236749";"0.296819787985866";"1.17088607594937";"0.972573839662447";"7.10382513661202";"0.923076923076923";"15.7272727272727";"2012"
"58";"Ponto Belo - ES";"0.290243902439024";"0.292682926829268";"0.966346153846154";"0.846153846153846";"7.02247191011236";"1";"16";"2012"
"59";"Presidente Kennedy - ES";"0.257861635220126";"0.235849056603774";"1.31304347826087";"1.19565217391304";"14.0845070422535";"1";"13.3142857142857";"2012"
"60";"Rio Bananal - ES";"0.253561253561254";"0.236467236467236";"0.971291866028708";"0.904306220095694";"7.12589073634204";"1";"16.4146341463415";"2012"
"61";"Rio Novo do Sul - ES";"0.454175152749491";"0.425661914460285";"1.25777777777778";"1.08";"10.7015457788347";"0.888888888888889";"11";"2012"
"62";"Santa Leopoldina - ES";"0.174576271186441";"0.164406779661017";"0.858267716535433";"0.807086614173228";"9.53389830508475";"1";"14.5909090909091";"2012"
"63";"Santa Maria de Jetibá - ES";"0.173999011369254";"0.150271873455264";"0.891440501043841";"0.788100208768267";"7.17566016073479";"1";"16.0857142857143";"2012"
"64";"Santa Teresa - ES";"0.318795430944964";"0.318795430944964";"0.843694493783304";"0.753108348134991";"9.48660714285714";"1";"11.6716417910448";"2012"
"65";"São Domingos do Norte - ES";"0.162921348314607";"0.155430711610487";"0.918803418803419";"0.863247863247863";"11.4285714285714";"1";"8.62857142857143";"2012"
"66";"São Gabriel da Palha - ES";"0.217010309278351";"0.195360824742268";"0.757644394110985";"0.694224235560589";"2.76158330776312";"0.777777777777778";"21.3725490196078";"2012"
"67";"São José do Calçado - ES";"0.361663652802893";"0.428571428571429";"0.929078014184397";"0.790780141843972";"15.2439024390244";"0.933333333333333";"10.1219512195122";"2012"
"68";"São Mateus - ES";"0.294332168363471";"0.266524844248594";"0.98273381294964";"0.883741007194245";"6.87489390595824";"0.876543209876543";"15.8179012345679";"2012"
"69";"São Roque do Canaã - ES";"0.258536585365854";"0.229268292682927";"1.23333333333333";"1.12083333333333";"7.34522560335782";"1";"12.5714285714286";"2012"
"70";"Serra - ES";"0.193995819874596";"0.172715181455444";"0.844698130554704";"0.759883542752069";"1.57373227122596";"0.679012345679012";"17.9403765690377";"2012"
"71";"Sooretama - ES";"0.343192488262911";"0.313145539906103";"0.947867298578199";"0.854265402843602";"2.92483182217023";"1";"17.5977011494253";"2012"
"72";"Vargem Alta - ES";"0.153399668325041";"0.141791044776119";"0.895798319327731";"0.803361344537815";"9.23226433430515";"0.947368421052632";"14.9583333333333";"2012"
"73";"Venda Nova do Imigrante - ES";"0.414732593340061";"0.41372351160444";"1.08653846153846";"0.951923076923077";"6.17283950617284";"0.818181818181818";"15.25";"2012"
"74";"Viana - ES";"0.321412300683371";"0.292938496583144";"0.917672886937431";"0.83205268935236";"2.63778980980147";"0.947368421052632";"20.2828947368421";"2012"
"75";"Vila Pavão - ES";"0.154158215010142";"0.298174442190669";"0.902040816326531";"0.771428571428571";"9.63855421686747";"1";"14.1428571428571";"2012"
"76";"Vila Valério - ES";"0.333333333333333";"0.305982905982906";"0.922005571030641";"0.818941504178273";"7.14285714285714";"1";"15.9393939393939";"2012"
"77";"Vila Velha - ES";"0.180348982135438";"0.174241794765268";"0.772262254247843";"0.677519793612668";"2.07160439667568";"0.376470588235294";"19.9723926380368";"2012"
"78";"Vitória - ES";"0.613619912021828";"0.587894648922546";"1.05939685815847";"0.948171081298016";"2.38079917637218";"0.621621621621622";"19.8208955223881";"2012"
"79";"Espírito Santo";"1.09770789192597";"1.05011469295558";"0.913332873159716";"0.812160416522862";"4.27131571778807";"0.839285714285714";"16.6712947658402";"2012"
"80";"Afonso Cláudio - ES";"0.310848791455874";"0.322091062394604";"0.815555555555556";"0.693333333333333";"5.76";"1";"9.64615384615385";"2013"
"81";"Águia Branca - ES";"0.162878787878788";"0.212121212121212";"1.27777777777778";"1.11111111111111";"8.05523590333717";"1";"14.12";"2013"
"82";"Água Doce do Norte - ES";"0.136966126656848";"0.134020618556701";"1.14521452145215";"1.05940594059406";"7.90166812993854";"1";"22";"2013"
"83";"Alegre - ES";"0.471739130434783";"0.476811594202899";"0.948069241011984";"0.8508655126498";"13.0744849445325";"0.939393939393939";"15.9036144578313";"2013"
"84";"Alfredo Chaves - ES";"0.309438470728793";"0.316606929510155";"1.28512396694215";"1.13223140495868";"10.0586756077117";"1";"11.5238095238095";"2013"
"85";"Alto Rio Novo - ES";"0.450520833333333";"0.419270833333333";"1.03587443946188";"0.923766816143498";"15.406162464986";"1";"13.0322580645161";"2013"
"86";"Anchieta - ES";"0.661794019933555";"0.654485049833887";"1.23766816143498";"1.10463378176383";"14.0788415124698";"0.885714285714286";"11.2356687898089";"2013"
"87";"Apiacá - ES";"0.174013921113689";"0.185614849187935";"1.05202312138728";"1";"11.7474302496329";"1";"12.9473684210526";"2013"
"88";"Aracruz - ES";"0.285642654186863";"0.365535684439245";"1.28626394767218";"1.00269334359369";"3.84849098642901";"0.868421052631579";"15.6111111111111";"2013"
"89";"Atílio Vivacqua - ES";"0.503802281368821";"0.458174904942966";"1.13122171945701";"1.02262443438914";"11.6144018583043";"1";"12.025641025641";"2013"
"90";"Baixo Guandu - ES";"0.392991239048811";"0.368585732165207";"0.905063291139241";"0.810126582278481";"9.72972972972973";"0.888888888888889";"11.9107142857143";"2013"
"91";"Barra de São Francisco - ES";"0.169201520912548";"0.155513307984791";"0.783406754772394";"0.712922173274596";"5.64358584762318";"0.923076923076923";"19.6363636363636";"2013"
"92";"Boa Esperança - ES";"0.257772020725389";"0.25";"1.11568123393316";"0.987146529562982";"5.93031875463306";"1";"15.4390243902439";"2013"
"93";"Bom Jesus do Norte - ES";"0.456842105263158";"0.471578947368421";"1.32608695652174";"1.17391304347826";"6.82128240109141";"0.8";"15.3666666666667";"2013"
"94";"Brejetuba - ES";"0.203038674033149";"0.19060773480663";"1.08072916666667";"1.01302083333333";"8.58704137392662";"1";"12.3023255813953";"2013"
"95";"Cachoeiro de Itapemirim - ES";"0.430776340110906";"0.411829944547135";"0.889879868947943";"0.791044776119403";"3.59123316609453";"0.882352941176471";"18.3622350674374";"2013"
"96";"Cariacica - ES";"0.157732566042866";"0.142915401694685";"0.812901545407189";"0.732592463969439";"2.30671736375158";"0.483516483516484";"17.4795081967213";"2013"
"97";"Castelo - ES";"0.413333333333333";"0.384";"1.01958384332925";"0.91921664626683";"8.03799780781878";"0.909090909090909";"16.375";"2013"
"98";"Colatina - ES";"0.452273581360391";"0.419767004885381";"0.963216732780382";"0.885683375405698";"8.53979968371112";"0.91358024691358";"18.9272030651341";"2013"
"99";"Conceição da Barra - ES";"0.338686131386861";"0.300243309002433";"0.989506820566632";"0.897166841552991";"4.92468134414832";"1";"20.2307692307692";"2013"
"100";"Conceição do Castelo - ES";"0.344884488448845";"0.326732673267327";"0.936842105263158";"0.814035087719298";"9.69932104752667";"1";"12.5277777777778";"2013"
"101";"Divino de São Lourenço - ES";"0";"0";"0.748344370860927";"0.642384105960265";"4.64037122969838";"1";"16.1428571428571";"2013"
"102";"Domingos Martins - ES";"0.287726358148893";"0.301810865191147";"0.881745120551091";"0.758897818599311";"12.9263913824057";"0.972222222222222";"14.421686746988";"2013"
"103";"Dores do Rio Preto - ES";"0";"0";"0.982035928143713";"0.922155688622755";"10.4529616724739";"1";"14.9090909090909";"2013"
"104";"Ecoporanga - ES";"0.532692307692308";"0.503846153846154";"0.836879432624113";"0.741843971631206";"8.85826771653543";"0.944444444444444";"18.5849056603774";"2013"
"105";"Fundão - ES";"0.342205323193916";"0.317490494296578";"0.957777777777778";"0.837777777777778";"3.93479482855537";"1";"14.125";"2013"
"106";"Governador Lindenberg - ES";"0.319559228650138";"0.296143250688705";"1.13970588235294";"1.01102941176471";"7.18778077268643";"1";"9.03333333333333";"2013"
"107";"Guaçuí - ES";"0.256393001345895";"0.245625841184388";"0.825710754017305";"0.757725587144623";"5.53914327917282";"0.8";"14.5694444444444";"2013"
"108";"Guarapari - ES";"0.31288532675709";"0.290844636251541";"1.00550206327373";"0.905089408528198";"3.84756320996702";"0.738095238095238";"17.7562724014337";"2013"
"109";"Ibatiba - ES";"0.136300417246175";"0.12586926286509";"0.845942228335626";"0.774415405777166";"4.41235459286001";"1";"19.7";"2013"
"110";"Ibiraçu - ES";"0.384485666104553";"0.359190556492411";"1.04693140794224";"0.924187725631769";"8.96414342629482";"0.888888888888889";"11.2608695652174";"2013"
"111";"Ibitirama - ES";"0.247104247104247";"0.272200772200772";"0.807580174927114";"0.670553935860058";"9.03614457831325";"1";"14";"2013"
"112";"Iconha - ES";"0.509803921568627";"0.470588235294118";"0.988505747126437";"0.900383141762452";"8.52272727272727";"1";"11.92";"2013"
"113";"Irupi - ES";"0.34070796460177";"0.323008849557522";"1.075";"0.975";"6.26118067978533";"1";"15.6470588235294";"2013"
"114";"Itaguaçu - ES";"0.343205574912892";"0.317073170731707";"1.06810035842294";"0.939068100358423";"9";"1";"16.5";"2013"
"115";"Itapemirim - ES";"0.447183098591549";"0.417002012072435";"1.05324813631523";"0.968051118210863";"9.14454277286136";"1";"16.625";"2013"
"116";"Itarana - ES";"0.625";"0.615740740740741";"1.04147465437788";"0.944700460829493";"18.6219739292365";"1";"18.05";"2013"
"117";"Iúna - ES";"0.213998852553069";"0.199082042455536";"0.959048877146631";"0.878467635402906";"5.92747559274756";"0.882352941176471";"16.9076923076923";"2013"
"118";"Jaguaré - ES";"0.334362139917695";"0.30761316872428";"1.03514739229025";"0.927437641723356";"4.66708151835719";"0.933333333333333";"20.5675675675676";"2013"
"119";"Jerônimo Monteiro - ES";"0.25095785440613";"0.266283524904215";"0.936619718309859";"0.845070422535211";"2.1551724137931";"1";"15.2692307692308";"2013"
"120";"João Neiva - ES";"0.348557692307692";"0.325721153846154";"0.97051597051597";"0.891891891891892";"7.10732054015636";"0.9";"12.2321428571429";"2013"
"121";"Laranja da Terra - ES";"0.119815668202765";"0.115207373271889";"0.951923076923077";"0.894230769230769";"17.6151761517615";"1";"13.8888888888889";"2013"
"122";"Linhares - ES";"0.417566525260316";"0.381700732741998";"0.992779783393502";"0.897563176895307";"2.73558000116408";"0.851063829787234";"13.3655063291139";"2013"
"123";"Mantenópolis - ES";"0.35077288941736";"0.332936979785969";"0.854111405835544";"0.771883289124668";"4.25531914893617";"1";"15.8205128205128";"2013"
"124";"Marataízes - ES";"0.274257864421799";"0.253433761630483";"1.11031664964249";"1.02145045965271";"6.45682001614205";"0.916666666666667";"16.247619047619";"2013"
"125";"Marechal Floriano - ES";"0.286147623862487";"0.345803842264914";"1.33418367346939";"1.05357142857143";"8.83838383838384";"0.928571428571429";"14.6530612244898";"2013"
"126";"Marilândia - ES";"0.194192377495463";"0.177858439201452";"1.16666666666667";"1.06349206349206";"8.7527352297593";"1";"14.3214285714286";"2013"
"127";"Mimoso do Sul - ES";"0.211938296445339";"0.219315895372233";"0.781299524564184";"0.73851030110935";"5.7660626029654";"1";"12.0746268656716";"2013"
"128";"Montanha - ES";"0.377757352941176";"0.345588235294118";"1.01481481481481";"0.925925925925926";"4.31499460625674";"0.875";"23.390243902439";"2013"
"129";"Mucurici - ES";"0.353191489361702";"0.314893617021277";"0.97841726618705";"0.913669064748201";"10.8695652173913";"1";"16.8461538461538";"2013"
"130";"Muniz Freire - ES";"0.261336515513126";"0.25417661097852";"0.775193798449612";"0.728682170542636";"6.71140939597315";"1";"15.0975609756098";"2013"
"131";"Muqui - ES";"0.261363636363636";"0.265625";"0.868493150684931";"0.772602739726027";"10.5777054515867";"1";"15.8709677419355";"2013"
"132";"Nova Venécia - ES";"0.29449715370019";"0.274762808349146";"0.896850393700787";"0.810236220472441";"3.95865405762041";"0.888888888888889";"15.9272727272727";"2013"
"133";"Pancas - ES";"0.241860465116279";"0.214883720930233";"0.668549905838041";"0.612052730696798";"3.78378378378378";"0.857142857142857";"13.6666666666667";"2013"
"134";"Pedro Canário - ES";"0.175270108043217";"0.186074429771909";"0.867665418227216";"0.747815230961298";"3.13698152666434";"0.555555555555556";"16.1803278688525";"2013"
"135";"Pinheiros - ES";"0.205175600739372";"0.202711028958718";"0.995092024539877";"0.901840490797546";"4.26590828297192";"0.916666666666667";"18.8913043478261";"2013"
"136";"Piúma - ES";"0.310494362532524";"0.281873373807459";"1.16739130434783";"1.06086956521739";"6.05726872246696";"0.909090909090909";"15.6491228070175";"2013"
"137";"Ponto Belo - ES";"0.3";"0.297560975609756";"0.962790697674419";"0.906976744186046";"6.95410292072323";"1";"15";"2013"
"138";"Presidente Kennedy - ES";"0.195548489666137";"0.181240063593005";"1.19433198380567";"1.05263157894737";"14.8367952522255";"1";"13.6333333333333";"2013"
"139";"Rio Bananal - ES";"0.260827718960539";"0.238691049085659";"0.891705069124424";"0.783410138248848";"7.05882352941176";"1";"14";"2013"
"140";"Rio Novo do Sul - ES";"0.480730223123732";"0.405679513184584";"1.00411522633745";"0.930041152263374";"10.477299185099";"0.888888888888889";"10.6888888888889";"2013"
"141";"Santa Leopoldina - ES";"0.228040540540541";"0.216216216216216";"0.751131221719457";"0.665158371040724";"9.87925356750823";"1";"15.8421052631579";"2013"
"142";"Santa Maria de Jetibá - ES";"0.194858611825193";"0.194344473007712";"0.867602808425276";"0.770310932798395";"7.09622480840193";"1";"16.3684210526316";"2013"
"143";"Santa Teresa - ES";"0.351851851851852";"0.333333333333333";"0.938848920863309";"0.868705035971223";"9.52380952380952";"1";"12.3428571428571";"2013"
"144";"São Domingos do Norte - ES";"0.176252319109462";"0.170686456400742";"1.05314009661836";"0.93719806763285";"11.7924528301887";"1";"16.4736842105263";"2013"
"145";"São Gabriel da Palha - ES";"0.223200414293112";"0.206628689798032";"0.771365149833518";"0.699223085460599";"2.44125724748245";"0.875";"21.6538461538462";"2013"
"146";"São José do Calçado - ES";"0.366782006920415";"0.389273356401384";"0.957095709570957";"0.821782178217822";"13.9303482587065";"0.928571428571429";"12.2439024390244";"2013"
"147";"São Mateus - ES";"0.313536328007235";"0.285951160687368";"0.99052540913006";"0.888314671260408";"6.87022900763359";"0.888888888888889";"15.3720930232558";"2013"
"148";"São Roque do Canaã - ES";"0.277210884353741";"0.261904761904762";"1.28708133971292";"1.13397129186603";"6.50759219088937";"1";"12.5151515151515";"2013"
"149";"Serra - ES";"0.223285791774353";"0.200631760313966";"0.869255566384287";"0.787540295374466";"1.68093204783894";"0.689655172413793";"17.6051136363636";"2013"
"150";"Sooretama - ES";"0.336162187647336";"0.305987741631306";"0.845733041575492";"0.776805251641138";"2.86615075952995";"1";"17.0804597701149";"2013"
"151";"Vargem Alta - ES";"0.186440677966102";"0.174576271186441";"0.935201401050788";"0.840630472854641";"7.86627335299902";"0.9375";"14.5";"2013"
"152";"Venda Nova do Imigrante - ES";"0.446700507614213";"0.441624365482233";"0.956607495069034";"0.857988165680473";"6.21820237422272";"0.818181818181818";"14.9193548387097";"2013"
"153";"Viana - ES";"0.312978819287968";"0.298557908968004";"0.899208443271768";"0.786279683377309";"2.74876305662452";"0.95";"20.2156862745098";"2013"
"154";"Vila Pavão - ES";"0.123430962343096";"0.110878661087866";"0.917808219178082";"0.844748858447489";"8.70646766169154";"1";"14.4444444444444";"2013"
"155";"Vila Valério - ES";"0.377450980392157";"0.344771241830065";"1.04972375690608";"0.955801104972376";"7.12377560106857";"1";"16.9722222222222";"2013"
"156";"Vila Velha - ES";"0.196021308473448";"0.192858331946063";"0.796343277053626";"0.701600909806666";"2.13483418645836";"0.375";"19.8748201438849";"2013"
"157";"Vitória - ES";"0.677209510991476";"0.658423059668013";"1.08488731266445";"0.957785150440453";"2.86155231174844";"0.528089887640449";"18.4274611398964";"2013"
"158";"Espírito Santo";"1.22361057595273";"1.168804242124";"0.928958210712184";"0.828977830096135";"4.31685204377239";"0.834908632640202";"16.6129506990434";"2013"
"159";"Afonso Cláudio - ES";"0.283977900552486";"0.302209944751381";"0.908151549942595";"0.7451205510907";"6.13695090439276";"1";"9.9140625";"2014"
"160";"Águia Branca - ES";"0.161687170474517";"0.209138840070299";"1.21338912133891";"1.07112970711297";"7.847533632287";"1";"13.4285714285714";"2014"
"161";"Água Doce do Norte - ES";"0.142215568862275";"0.134730538922156";"1.12732919254658";"1.03726708074534";"7.7720207253886";"1";"21.8095238095238";"2014"
"162";"Afonso Cláudio - ES";"0.283977900552486";"0.302209944751381";"0.908151549942595";"0.7451205510907";"6.13695090439276";"1";"9.9140625";"2014"
"163";"Águia Branca - ES";"0.161687170474517";"0.209138840070299";"1.21338912133891";"1.07112970711297";"7.847533632287";"1";"13.4285714285714";"2014"
"164";"Água Doce do Norte - ES";"0.142215568862275";"0.134730538922156";"1.12732919254658";"1.03726708074534";"7.7720207253886";"1";"21.8095238095238";"2014"
"165";"Alegre - ES";"0.495664739884393";"0.475433526011561";"0.845956354300385";"0.799743260590501";"12.1473354231975";"0.903225806451613";"14.7640449438202";"2014"
"166";"Alfredo Chaves - ES";"0.329161451814768";"0.342928660826033";"1.37179487179487";"1.27777777777778";"9.28270042194093";"1";"10.7";"2014"
"167";"Alto Rio Novo - ES";"0.418848167539267";"0.382198952879581";"1.10859728506787";"1.01809954751131";"12.6404494382022";"1";"13.9655172413793";"2014"
"168";"Anchieta - ES";"0.688194444444444";"0.700694444444444";"1.28158295281583";"1.15829528158295";"13.7429264349232";"0.882352941176471";"10.6204819277108";"2014"
"169";"Apiacá - ES";"0.169300225733634";"0.173814898419865";"1.16352201257862";"1.15094339622642";"11.9940029985007";"1";"12.85";"2014"
"170";"Aracruz - ES";"0.275581198031563";"0.357542847446123";"1.32240647898187";"1.0370227535673";"3.5468179975679";"0.857142857142857";"15.702380952381";"2014"
"171";"Atílio Vivacqua - ES";"0.632692307692308";"0.592307692307692";"1.22972972972973";"1.13963963963964";"11.6009280742459";"1";"12.1555555555556";"2014"
"172";"Baixo Guandu - ES";"0.361993769470405";"0.347663551401869";"0.928940568475452";"0.84108527131783";"12.6857557085901";"0.914285714285714";"9.75384615384615";"2014"
"173";"Barra de São Francisco - ES";"0.184539598332702";"0.175824175824176";"0.927083333333333";"0.833333333333333";"6.0093478744714";"0.925925925925926";"19.5714285714286";"2014"
"174";"Boa Esperança - ES";"0.31360201511335";"0.301007556675063";"1.14824797843666";"1.01347708894879";"6.01051840721262";"1";"15";"2014"
"175";"Bom Jesus do Norte - ES";"0.572368421052632";"0.541666666666667";"1.3875";"1.31875";"8.46262341325811";"0.833333333333333";"15.5161290322581";"2014"
