"";"local";"Tx de Cobertura Bruta - Creche";"Tx de Cobertura Efetiva - Creche";"Tx de Cobertura - Pré-escola";"Tx de Cobertura efetiva  - Pré-escola";"Creches e Pre-escolas / 1.000 crianças de 0 a 6";"Creches e Pré-escolas públicas (% do total)";"Nº de alunos por turma";"Ano"
"176";"Brejetuba - ES";"0.215363511659808";"0.203017832647462";"1.04485488126649";"0.952506596306069";"8.62068965517241";"1";"11.2857142857143";"2014"
"177";"Cachoeiro de Itapemirim - ES";"0.448823309675009";"0.428184534927157";"0.921825910182961";"0.830900018480872";"3.50095480585614";"0.878787878787879";"17.8117001828154";"2014"
"178";"Cariacica - ES";"0.158751819505095";"0.149426855895196";"0.835645769099007";"0.749057896539911";"2.14603110482731";"0.517647058823529";"17.6858288770053";"2014"
"179";"Castelo - ES";"0.4";"0.377408637873754";"0.936320754716981";"0.845518867924528";"7.58670520231214";"0.904761904761905";"16.0459770114943";"2014"
"180";"Colatina - ES";"0.485889806104819";"0.447686696102899";"1.02253725917848";"0.931661214103962";"9.40505125224559";"0.910112359550562";"14.8632478632479";"2014"
"181";"Conceição da Barra - ES";"0.346621293145357";"0.311618862421001";"0.997775305895439";"0.887652947719689";"5.0029429075927";"1";"18.3411764705882";"2014"
"182";"Conceição do Castelo - ES";"0.361525704809287";"0.344941956882255";"0.890845070422535";"0.809859154929577";"8.7378640776699";"1";"11.775";"2014"
"183";"Divino de São Lourenço - ES";"0.0855855855855856";"0.0585585585585586";"0.829268292682927";"0.739837398373984";"4.96277915632754";"1";"15.125";"2014"
"184";"Domingos Martins - ES";"0.285335102853351";"0.293297942932979";"0.983431952662722";"0.869822485207101";"13.7731061978978";"0.973684210526316";"12.8673469387755";"2014"
"185";"Dores do Rio Preto - ES";"0.161392405063291";"0.132911392405063";"0.983240223463687";"0.905027932960894";"10.2389078498294";"1";"16.9230769230769";"2014"
"186";"Ecoporanga - ES";"0.531584062196307";"0.500485908649174";"1.0163132137031";"0.929853181076672";"9.79381443298969";"0.947368421052632";"18.5471698113208";"2014"
"187";"Fundão - ES";"0.311688311688312";"0.270871985157699";"0.825490196078431";"0.73921568627451";"3.80641653072322";"1";"15.14";"2014"
"188";"Governador Lindenberg - ES";"0.327272727272727";"0.300699300699301";"1.14859437751004";"1.01606425702811";"8.25688073394495";"1";"9.28571428571429";"2014"
"189";"Guaçuí - ES";"0.287055667337357";"0.272971160295104";"0.844106463878327";"0.752851711026616";"5.20833333333333";"0.857142857142857";"14.5866666666667";"2014"
"190";"Guarapari - ES";"0.354019746121298";"0.331139319855822";"1.00565912117177";"0.890479360852197";"4.08645114420632";"0.755555555555556";"17.7777777777778";"2014"
"191";"Ibatiba - ES";"0.119278779472954";"0.108876560332871";"0.90684133915575";"0.83551673944687";"5.70729718711782";"1";"19.7179487179487";"2014"
"192";"Ibiraçu - ES";"0.428571428571429";"0.409638554216867";"1.10861423220974";"0.99625468164794";"9.05432595573441";"0.888888888888889";"11.5957446808511";"2014"
"193";"Ibitirama - ES";"0.256048387096774";"0.245967741935484";"0.957894736842105";"0.821052631578947";"9.59488272921109";"1";"7.48979591836735";"2014"
"194";"Iconha - ES";"0.52089552238806";"0.488059701492537";"1.0536398467433";"0.938697318007663";"8.52272727272727";"1";"12.2352941176471";"2014"
"195";"Irupi - ES";"0.353915662650602";"0.326807228915663";"1.02430555555556";"0.947916666666667";"6.21669626998224";"1";"16.0606060606061";"2014"
"196";"Itaguaçu - ES";"0.362862010221465";"0.337308347529813";"1.04850746268657";"0.906716417910448";"9.10010111223458";"1";"15.9354838709677";"2014"
"197";"Itapemirim - ES";"0.496972754793138";"0.461150353178607";"1.20090293453725";"1.09706546275395";"9.88912196583758";"1";"16.0078125";"2014"
"198";"Itarana - ES";"0.196428571428571";"0.181818181818182";"0.338308457711443";"0.316749585406302";"10.8342361863489";"1";"17.1052631578947";"2014"
"199";"Iúna - ES";"0.212947189097104";"0.190800681431005";"0.994326241134752";"0.892198581560284";"6.39204545454545";"0.888888888888889";"14.943661971831";"2014"
"200";"Afonso Cláudio - ES";"0.283977900552486";"0.302209944751381";"0.908151549942595";"0.7451205510907";"6.13695090439276";"1";"9.9140625";"2014"
"201";"Águia Branca - ES";"0.161687170474517";"0.209138840070299";"1.21338912133891";"1.07112970711297";"7.847533632287";"1";"13.4285714285714";"2014"
"202";"Água Doce do Norte - ES";"0.142215568862275";"0.134730538922156";"1.12732919254658";"1.03726708074534";"7.7720207253886";"1";"21.8095238095238";"2014"
"203";"Alegre - ES";"0.495664739884393";"0.475433526011561";"0.845956354300385";"0.799743260590501";"12.1473354231975";"0.903225806451613";"14.7640449438202";"2014"
"204";"Alfredo Chaves - ES";"0.329161451814768";"0.342928660826033";"1.37179487179487";"1.27777777777778";"9.28270042194093";"1";"10.7";"2014"
"205";"Alto Rio Novo - ES";"0.418848167539267";"0.382198952879581";"1.10859728506787";"1.01809954751131";"12.6404494382022";"1";"13.9655172413793";"2014"
"206";"Anchieta - ES";"0.688194444444444";"0.700694444444444";"1.28158295281583";"1.15829528158295";"13.7429264349232";"0.882352941176471";"10.6204819277108";"2014"
"207";"Apiacá - ES";"0.169300225733634";"0.173814898419865";"1.16352201257862";"1.15094339622642";"11.9940029985007";"1";"12.85";"2014"
"208";"Aracruz - ES";"0.275581198031563";"0.357542847446123";"1.32240647898187";"1.0370227535673";"3.5468179975679";"0.857142857142857";"15.702380952381";"2014"
"209";"Atílio Vivacqua - ES";"0.632692307692308";"0.592307692307692";"1.22972972972973";"1.13963963963964";"11.6009280742459";"1";"12.1555555555556";"2014"
"210";"Baixo Guandu - ES";"0.361993769470405";"0.347663551401869";"0.928940568475452";"0.84108527131783";"12.6857557085901";"0.914285714285714";"9.75384615384615";"2014"
"211";"Barra de São Francisco - ES";"0.184539598332702";"0.175824175824176";"0.927083333333333";"0.833333333333333";"6.0093478744714";"0.925925925925926";"19.5714285714286";"2014"
"212";"Boa Esperança - ES";"0.31360201511335";"0.301007556675063";"1.14824797843666";"1.01347708894879";"6.01051840721262";"1";"15";"2014"
"213";"Bom Jesus do Norte - ES";"0.572368421052632";"0.541666666666667";"1.3875";"1.31875";"8.46262341325811";"0.833333333333333";"15.5161290322581";"2014"
"214";"Brejetuba - ES";"0.215363511659808";"0.203017832647462";"1.04485488126649";"0.952506596306069";"8.62068965517241";"1";"11.2857142857143";"2014"
"215";"Cachoeiro de Itapemirim - ES";"0.448823309675009";"0.428184534927157";"0.921825910182961";"0.830900018480872";"3.50095480585614";"0.878787878787879";"17.8117001828154";"2014"
"216";"Cariacica - ES";"0.158751819505095";"0.149426855895196";"0.835645769099007";"0.749057896539911";"2.14603110482731";"0.517647058823529";"17.6858288770053";"2014"
"217";"Castelo - ES";"0.4";"0.377408637873754";"0.936320754716981";"0.845518867924528";"7.58670520231214";"0.904761904761905";"16.0459770114943";"2014"
"218";"Colatina - ES";"0.485889806104819";"0.447686696102899";"1.02253725917848";"0.931661214103962";"9.40505125224559";"0.910112359550562";"14.8632478632479";"2014"
"219";"Conceição da Barra - ES";"0.346621293145357";"0.311618862421001";"0.997775305895439";"0.887652947719689";"5.0029429075927";"1";"18.3411764705882";"2014"
"220";"Conceição do Castelo - ES";"0.361525704809287";"0.344941956882255";"0.890845070422535";"0.809859154929577";"8.7378640776699";"1";"11.775";"2014"
"221";"Divino de São Lourenço - ES";"0.0855855855855856";"0.0585585585585586";"0.829268292682927";"0.739837398373984";"4.96277915632754";"1";"15.125";"2014"
"222";"Domingos Martins - ES";"0.285335102853351";"0.293297942932979";"0.983431952662722";"0.869822485207101";"13.7731061978978";"0.973684210526316";"12.8673469387755";"2014"
"223";"Dores do Rio Preto - ES";"0.161392405063291";"0.132911392405063";"0.983240223463687";"0.905027932960894";"10.2389078498294";"1";"16.9230769230769";"2014"
"224";"Ecoporanga - ES";"0.531584062196307";"0.500485908649174";"1.0163132137031";"0.929853181076672";"9.79381443298969";"0.947368421052632";"18.5471698113208";"2014"
"225";"Fundão - ES";"0.311688311688312";"0.270871985157699";"0.825490196078431";"0.73921568627451";"3.80641653072322";"1";"15.14";"2014"
"226";"Governador Lindenberg - ES";"0.327272727272727";"0.300699300699301";"1.14859437751004";"1.01606425702811";"8.25688073394495";"1";"9.28571428571429";"2014"
"227";"Guaçuí - ES";"0.287055667337357";"0.272971160295104";"0.844106463878327";"0.752851711026616";"5.20833333333333";"0.857142857142857";"14.5866666666667";"2014"
"228";"Guarapari - ES";"0.354019746121298";"0.331139319855822";"1.00565912117177";"0.890479360852197";"4.08645114420632";"0.755555555555556";"17.7777777777778";"2014"
"229";"Ibatiba - ES";"0.119278779472954";"0.108876560332871";"0.90684133915575";"0.83551673944687";"5.70729718711782";"1";"19.7179487179487";"2014"
"230";"Ibiraçu - ES";"0.428571428571429";"0.409638554216867";"1.10861423220974";"0.99625468164794";"9.05432595573441";"0.888888888888889";"11.5957446808511";"2014"
"231";"Ibitirama - ES";"0.256048387096774";"0.245967741935484";"0.957894736842105";"0.821052631578947";"9.59488272921109";"1";"7.48979591836735";"2014"
"232";"Iconha - ES";"0.52089552238806";"0.488059701492537";"1.0536398467433";"0.938697318007663";"8.52272727272727";"1";"12.2352941176471";"2014"
"233";"Irupi - ES";"0.353915662650602";"0.326807228915663";"1.02430555555556";"0.947916666666667";"6.21669626998224";"1";"16.0606060606061";"2014"
"234";"Itaguaçu - ES";"0.362862010221465";"0.337308347529813";"1.04850746268657";"0.906716417910448";"9.10010111223458";"1";"15.9354838709677";"2014"
"235";"Itapemirim - ES";"0.500253936008126";"0.464195022854241";"1.20090293453725";"1.09706546275395";"9.88912196583758";"1";"16.0078125";"2014"
"236";"Itarana - ES";"0.535398230088496";"0.495575221238938";"0.957746478873239";"0.896713615023474";"18.7617260787992";"1";"17.1052631578947";"2014"
"237";"Iúna - ES";"0.212947189097104";"0.190800681431005";"0.994326241134752";"0.892198581560284";"6.39204545454545";"0.888888888888889";"14.943661971831";"2014"
"238";"Jaguaré - ES";"0.36198860693941";"0.327809425168307";"1.07872078720787";"0.988929889298893";"5.08744038155803";"0.9375";"19.6103896103896";"2014"
"239";"Jerônimo Monteiro - ES";"0.282";"0.252";"1.07722007722008";"1.003861003861";"2.21483942414175";"1";"16.1538461538462";"2014"
"240";"João Neiva - ES";"0.371571072319202";"0.349127182044888";"1.13573407202216";"1.0387811634349";"7.34753857457752";"0.9";"13.8823529411765";"2014"
"241";"Laranja da Terra - ES";"0.127710843373494";"0.118072289156627";"1.06030150753769";"0.964824120603015";"16.4609053497942";"1";"15.5294117647059";"2014"
"242";"Linhares - ES";"0.417076226269635";"0.379493109761974";"0.958587619877942";"0.869877942458588";"2.94168541270116";"0.862745098039216";"13.5654952076677";"2014"
"243";"Mantenópolis - ES";"0.336075205640423";"0.311398354876616";"0.924675324675325";"0.864935064935065";"4.93653032440056";"1";"12.5882352941176";"2014"
"244";"Marataízes - ES";"0.270353982300885";"0.249557522123894";"1.13785790031813";"1.02757158006363";"6.519967400163";"0.916666666666667";"15.0357142857143";"2014"
"245";"Marechal Floriano - ES";"0.360323886639676";"0.351214574898785";"1.07875894988067";"0.9618138424821";"8.69025450031037";"0.928571428571429";"14.4901960784314";"2014"
"246";"Marilândia - ES";"0.220825852782765";"0.201077199281867";"1.29741379310345";"1.16379310344828";"8.94854586129754";"1";"15.1428571428571";"2014"
"247";"Mimoso do Sul - ES";"0.219973890339426";"0.203655352480418";"0.862068965517241";"0.756978653530378";"5.8187863674148";"1";"11.6486486486486";"2014"
"248";"Montanha - ES";"0.480769230769231";"0.445192307692308";"1.09650924024641";"0.989733059548255";"4.99722376457524";"0.888888888888889";"21.5416666666667";"2014"
"249";"Mucurici - ES";"0.347490347490348";"0.305019305019305";"0.960526315789474";"0.861842105263158";"10.5708245243129";"1";"16.8571428571429";"2014"
"250";"Muniz Freire - ES";"0.240043057050592";"0.246501614639397";"0.818355640535373";"0.72848948374761";"7.29040097205346";"1";"14.1521739130435";"2014"
"251";"Muqui - ES";"0.256338028169014";"0.22112676056338";"0.918604651162791";"0.86046511627907";"11.5894039735099";"1";"16.448275862069";"2014"
"252";"Nova Venécia - ES";"0.287686567164179";"0.261567164179104";"0.939702427564605";"0.859827721221613";"4.17215634606939";"0.894736842105263";"15.5210084033613";"2014"
"253";"Pancas - ES";"0.225983531564501";"0.197621225983532";"0.816901408450704";"0.754527162977867";"3.85462555066079";"0.857142857142857";"14.5111111111111";"2014"
"254";"Pedro Canário - ES";"0.134284016636958";"0.182412358882947";"0.924812030075188";"0.746867167919799";"3.14026517794836";"0.666666666666667";"17.8518518518519";"2014"
"255";"Pinheiros - ES";"0.249841471147749";"0.256182625237793";"0.98719590268886";"0.875800256081946";"4.31810003598417";"0.916666666666667";"18.9375";"2014"
"256";"Piúma - ES";"0.312900274473925";"0.299176578225069";"1.36768149882904";"1.18501170960187";"6.73022994952328";"0.916666666666667";"15.8965517241379";"2014"
"257";"Ponto Belo - ES";"0.302798982188295";"0.325699745547074";"1.20212765957447";"1.11702127659574";"7.22543352601156";"1";"15.6818181818182";"2014"
"258";"Presidente Kennedy - ES";"0.349840255591054";"0.330670926517572";"1.18250950570342";"1.03422053231939";"15.5793573515093";"1";"13.9189189189189";"2014"
"259";"Rio Bananal - ES";"0.305447470817121";"0.285019455252918";"0.979545454545454";"0.870454545454545";"7.62016412661196";"1";"16.5555555555556";"2014"
"260";"Rio Novo do Sul - ES";"0.442622950819672";"0.418032786885246";"1.07258064516129";"0.939516129032258";"10.4166666666667";"0.888888888888889";"10.2553191489362";"2014"
"261";"Santa Leopoldina - ES";"0.242753623188406";"0.230072463768116";"1.16161616161616";"1.08585858585859";"12.3873873873874";"1";"16.5454545454545";"2014"
"262";"Santa Maria de Jetibá - ES";"0.226065162907268";"0.208020050125313";"0.859778597785978";"0.793357933579336";"7.4792243767313";"1";"17.506329113924";"2014"
"263";"Santa Teresa - ES";"0.348049281314168";"0.328542094455852";"1.04780114722753";"0.956022944550669";"9.70319634703196";"1";"12.8550724637681";"2014"
"264";"São Domingos do Norte - ES";"0.178637200736648";"0.186003683241252";"1.03827751196172";"0.913875598086124";"11.7647058823529";"1";"16.5263157894737";"2014"
"265";"São Gabriel da Palha - ES";"0.219868885526979";"0.202723146747353";"0.793416572077185";"0.720771850170261";"2.76327909118821";"0.888888888888889";"20.6363636363636";"2014"
"266";"São José do Calçado - ES";"0.349005424954792";"0.361663652802893";"1.05860805860806";"0.926739926739927";"12.3076923076923";"0.916666666666667";"11.7560975609756";"2014"
"267";"São Mateus - ES";"0.2975432211101";"0.268577494692144";"1.02912621359223";"0.929979405707561";"7.26123355544165";"0.894117647058824";"15.0466472303207";"2014"
"268";"São Roque do Canaã - ES";"0.253807106598985";"0.233502538071066";"1.04484304932735";"0.928251121076233";"6.41025641025641";"1";"11.6060606060606";"2014"
"269";"Serra - ES";"0.211879404099231";"0.181859133176743";"0.882445929438816";"0.795573758712366";"1.60504442533677";"0.714285714285714";"17.7145539906103";"2014"
"270";"Sooretama - ES";"0.381151346332405";"0.344939647168059";"0.966629588431591";"0.882091212458287";"3.16637881404721";"1";"17.4226804123711";"2014"
"271";"Vargem Alta - ES";"0.228736581337737";"0.219653179190751";"1.02777777777778";"0.940740740740741";"7.98801797304044";"0.9375";"16.9795918367347";"2014"
"272";"Venda Nova do Imigrante - ES";"0.535183349851338";"0.537165510406343";"1.02737226277372";"0.886861313868613";"6.07734806629834";"0.818181818181818";"13.9620253164557";"2014"
"273";"Viana - ES";"0.327630057803468";"0.300578034682081";"0.921923474663909";"0.834022750775595";"2.87081339712919";"0.904761904761905";"20.7792207792208";"2014"
"274";"Vila Pavão - ES";"0.154661016949153";"0.13771186440678";"0.879396984924623";"0.804020100502513";"8.92857142857143";"1";"14.5882352941176";"2014"
"275";"Vila Valério - ES";"0.434782608695652";"0.38628762541806";"1.24923076923077";"1.13230769230769";"6.44567219152855";"1";"15.8571428571429";"2014"
"276";"Vila Velha - ES";"0.214077608411097";"0.213233120803952";"0.855077512628462";"0.753265981536318";"2.10796666020547";"0.390804597701149";"20.0646900269542";"2014"
"277";"Vitória - ES";"0.732947847077977";"0.699320720821872";"1.07725898555593";"0.979957451573172";"3.06787677361626";"0.5";"18.2146892655367";"2014"
"278";"Espírito Santo";"1.38484082058694";"1.31259785619656";"0.959226458717034";"0.85889925153807";"4.41042513561649";"0.840937114673243";"16.3599320882852";"2014"
"279";"Afonso Cláudio - ES";"0.295929592959296";"0.271177117711771";"0.790940766550523";"0.732868757259001";"5.83279325988334";"1";"10.0743801652893";"2015"
"280";"Águia Branca - ES";"0.190298507462687";"0.205223880597015";"1.16746411483254";"1.11004784688995";"8.12064965197216";"1";"12.8846153846154";"2015"
"281";"Água Doce do Norte - ES";"0.129850746268657";"0.123880597014925";"1.12307692307692";"1.03076923076923";"7.75193798449612";"1";"20.5454545454545";"2015"
"282";"Alegre - ES";"0.489439184268026";"0.453022578295703";"0.823529411764706";"0.767263427109974";"10.5675146771037";"0.888888888888889";"14.6931818181818";"2015"
"283";"Alfredo Chaves - ES";"0.317283950617284";"0.317283950617284";"1.14285714285714";"1.09774436090226";"12.3253903040263";"1";"11.5609756097561";"2015"
"284";"Alto Rio Novo - ES";"0.385964912280702";"0.345864661654135";"1.05555555555556";"0.976851851851852";"12.7298444130127";"1";"13.6428571428571";"2015"
"285";"Anchieta - ES";"0.663454920853407";"0.675154852030282";"1.21770682148041";"1.11465892597968";"13.5674381484437";"0.882352941176471";"10.6646341463415";"2015"
"286";"Apiacá - ES";"0.218390804597701";"0.229885057471264";"1.05633802816901";"1";"12.3076923076923";"1";"13.5";"2015"
"287";"Aracruz - ES";"0.259592529711375";"0.348387096774194";"1.26252804786836";"0.970082273747195";"3.51794150165846";"0.857142857142857";"15.5731707317073";"2015"
"288";"Atílio Vivacqua - ES";"0.603206412825651";"0.571142284569138";"1.17948717948718";"1.04700854700855";"10.2974828375286";"1";"11.8863636363636";"2015"
"289";"Baixo Guandu - ES";"0.375076359193647";"0.351863164324985";"0.91264667535854";"0.814863102998696";"12.718023255814";"0.914285714285714";"8.69387755102041";"2015"
"290";"Barra de São Francisco - ES";"0.170628834355828";"0.167177914110429";"0.926289926289926";"0.82964782964783";"6.04567845947156";"0.925925925925926";"19.219512195122";"2015"
"291";"Boa Esperança - ES";"0.32375";"0.2775";"1.12146892655367";"1.0225988700565";"6.0882800608828";"1";"14.9090909090909";"2015"
"292";"Bom Jesus do Norte - ES";"0.556541019955654";"0.492239467849224";"1.39520958083832";"1.29341317365269";"8.37988826815642";"0.833333333333333";"16.0333333333333";"2015"
"293";"Brejetuba - ES";"0.239316239316239";"0.205128205128205";"1.09677419354839";"1";"8.88529886914378";"1";"11.2702702702703";"2015"
"294";"Cachoeiro de Itapemirim - ES";"0.457807681525091";"0.426782543687506";"0.92005976839746";"0.832835263354501";"3.56477786645384";"0.895522388059702";"16.9982547993019";"2015"
"295";"Cariacica - ES";"0.161037778789258";"0.147109695038689";"0.832020997375328";"0.745660824654983";"2.21422640464988";"0.511363636363636";"17.4268929503916";"2015"
"296";"Castelo - ES";"0.390260173448966";"0.365577051367578";"0.948502994011976";"0.858682634730539";"7.62250453720508";"0.904761904761905";"15.4719101123596";"2015"
"297";"Colatina - ES";"0.489405587849241";"0.447402962685168";"0.982716902868994";"0.891462150017283";"8.84955752212389";"0.905882352941176";"13.8233766233766";"2015"
"298";"Conceição da Barra - ES";"0.369565217391304";"0.323724007561437";"0.981941309255079";"0.893905191873589";"5.02215657311669";"1";"17.8666666666667";"2015"
"299";"Conceição do Castelo - ES";"0.395189003436426";"0.374570446735395";"0.897526501766785";"0.819787985865724";"9.71817298347911";"1";"11.2558139534884";"2015"
"300";"Divino de São Lourenço - ES";"0.0666666666666667";"0.0533333333333333";"0.945454545454545";"0.827272727272727";"5.12820512820513";"1";"17";"2015"
"301";"Domingos Martins - ES";"0.296977660972405";"0.300919842312746";"1.0289156626506";"0.937349397590361";"13.1195335276968";"0.972222222222222";"13.7473684210526";"2015"
"302";"Dores do Rio Preto - ES";"0.128834355828221";"0.110429447852761";"1";"0.929347826086957";"10.1522842639594";"1";"15.8571428571429";"2015"
"303";"Ecoporanga - ES";"0.567647058823529";"0.527450980392157";"0.952136752136752";"0.829059829059829";"9.93723849372385";"0.947368421052632";"18.0363636363636";"2015"
"304";"Fundão - ES";"0.313942751615882";"0.277008310249307";"0.935606060606061";"0.857954545454545";"3.23101777059774";"1";"14.8928571428571";"2015"
"305";"Governador Lindenberg - ES";"0.326027397260274";"0.306849315068493";"1.07053941908714";"0.941908713692946";"7.39371534195933";"1";"8.55172413793103";"2015"
"306";"Guaçuí - ES";"0.317394317394317";"0.297990297990298";"0.824604141291108";"0.758830694275274";"5.88235294117647";"0.875";"14.7402597402597";"2015"
"307";"Guarapari - ES";"0.360488483536868";"0.335445973102489";"0.973307912297426";"0.882427708929139";"3.94441954280592";"0.772727272727273";"17.7467105263158";"2015"
"308";"Ibatiba - ES";"0.106749311294766";"0.106749311294766";"0.980061349693252";"0.878834355828221";"5.78990901571547";"0.928571428571429";"17.75";"2015"
"309";"Ibiraçu - ES";"0.490367775831874";"0.467600700525394";"1.07142857142857";"1.00714285714286";"8.93743793445879";"0.888888888888889";"10.5454545454545";"2015"
"310";"Ibitirama - ES";"0.2475442043222";"0.229862475442043";"0.756849315068493";"0.657534246575342";"9.52380952380952";"1";"5.85714285714286";"2015"
"311";"Iconha - ES";"0.587423312883436";"0.547546012269939";"1.00389105058366";"0.898832684824903";"8.55513307984791";"1";"12.82";"2015"
"312";"Irupi - ES";"0.328267477203647";"0.303951367781155";"0.847305389221557";"0.766467065868264";"5.97269624573379";"1";"18.4814814814815";"2015"
"313";"Itaguaçu - ES";"0.359240069084629";"0.343696027633851";"1.03914590747331";"0.96085409252669";"8.98203592814371";"1";"11.3636363636364";"2015"
"314";"Itapemirim - ES";"0.544348707551951";"0.514951849974658";"1.13862433862434";"1.05396825396825";"10.0117785630153";"1";"15.6934306569343";"2015"
"315";"Itarana - ES";"0.620535714285714";"0.584821428571429";"1.01515151515152";"0.924242424242424";"19.3050193050193";"1";"17";"2015"
"316";"Iúna - ES";"0.237054085155351";"0.222669735327963";"0.991643454038997";"0.901114206128134";"6.00919052668788";"0.882352941176471";"12.9195402298851";"2015"
"317";"Jaguaré - ES";"0.325895173845355";"0.311883757135444";"1.11153358681876";"0.992395437262357";"5.12656199935918";"0.9375";"19.2567567567568";"2015"
"318";"Jerônimo Monteiro - ES";"0.261036468330134";"0.228406909788868";"1.03007518796992";"0.932330827067669";"2.1978021978022";"1";"15.1851851851852";"2015"
"319";"João Neiva - ES";"0.44792973651192";"0.407779171894605";"1.00819672131148";"0.912568306010929";"7.32064421669107";"0.9";"12.9642857142857";"2015"
"320";"Laranja da Terra - ES";"0.0885780885780886";"0.0792540792540792";"1.08530805687204";"0.981042654028436";"17.5438596491228";"1";"14.0526315789474";"2015"
"321";"Linhares - ES";"0.434824342484162";"0.401036667306585";"0.965045272688987";"0.872815329543062";"2.91461881357869";"0.862745098039216";"12.9548104956268";"2015"
"322";"Mantenópolis - ES";"0.329024676850764";"0.307873090481786";"1.00267379679144";"0.949197860962567";"5.68585643212509";"1";"13.1";"2015"
"323";"Marataízes - ES";"0.325932504440497";"0.3050621669627";"1.03649635036496";"0.932221063607925";"6.4917500676224";"0.916666666666667";"14.4";"2015"
"324";"Marechal Floriano - ES";"0.294921875";"0.3427734375";"1.33906633906634";"1.07616707616708";"8.75547217010632";"0.928571428571429";"15.12";"2015"
"325";"Marilândia - ES";"0.136279926335175";"0.211786372007366";"1.50462962962963";"1.18055555555556";"9.11161731207289";"1";"14.95";"2015"
"326";"Mimoso do Sul - ES";"0.16644385026738";"0.157085561497326";"0.949211908931699";"0.845884413309983";"6.33445945945946";"1";"10.8356164383562";"2015"
"327";"Montanha - ES";"0.462873674059788";"0.424300867888139";"0.962";"0.876";"4.96141124586549";"0.888888888888889";"16.5689655172414";"2015"
"328";"Mucurici - ES";"0.298039215686275";"0.274509803921569";"0.905405405405405";"0.797297297297297";"8.52878464818763";"1";"15";"2015"
"329";"Muniz Freire - ES";"0.250572082379863";"0.267734553775744";"0.979123173277662";"0.860125260960334";"7.49063670411985";"1";"15.6363636363636";"2015"
"330";"Muqui - ES";"0.274398868458274";"0.251768033946252";"0.977707006369427";"0.869426751592357";"12.7334465195246";"1";"17.0769230769231";"2015"
"331";"Nova Venécia - ES";"0.307663269158173";"0.272555681389203";"0.938660209846651";"0.86682808716707";"4.87156775907883";"0.909090909090909";"15.9745762711864";"2015"
"332";"Pancas - ES";"0.236162361623616";"0.218634686346863";"0.885106382978723";"0.795744680851064";"3.91280044717719";"0.857142857142857";"15.6279069767442";"2015"
"333";"Pedro Canário - ES";"0.134870317002882";"0.175792507204611";"0.952986022871665";"0.785260482846252";"3.1523642732049";"0.666666666666667";"17.2631578947368";"2015"
"334";"Pinheiros - ES";"0.193430656934307";"0.204987834549878";"0.991206030150754";"0.871859296482412";"4.29491768074445";"0.916666666666667";"17.3555555555556";"2015"
"335";"Piúma - ES";"0.371508379888268";"0.355679702048417";"1.16094420600858";"1.01287553648069";"6.03732162458836";"0.909090909090909";"16.1896551724138";"2015"
"336";"Ponto Belo - ES";"0.346330275229358";"0.334862385321101";"1.00487804878049";"0.985365853658537";"5.64174894217207";"1";"13.7307692307692";"2015"
"337";"Presidente Kennedy - ES";"0.540268456375839";"0.50503355704698";"0.970695970695971";"0.835164835164835";"16.3934426229508";"1";"14.3333333333333";"2015"
"338";"Rio Bananal - ES";"0.262752646775746";"0.24735322425409";"1.06666666666667";"0.972043010752688";"7.51010976314269";"1";"15.5918367346939";"2015"
"339";"Rio Novo do Sul - ES";"0.50321199143469";"0.462526766595289";"1.07171314741036";"0.972111553784861";"10.3806228373702";"0.888888888888889";"11.7209302325581";"2015"
"340";"Santa Leopoldina - ES";"0.278745644599303";"0.271777003484321";"0.961864406779661";"0.851694915254237";"11.8790496760259";"1";"15.48";"2015"
"341";"Santa Maria de Jetibá - ES";"0.221120475954388";"0.197818542389688";"0.89658273381295";"0.827338129496403";"7.97141286421111";"1";"16.3977272727273";"2015"
"342";"Santa Teresa - ES";"0.32533889468196";"0.305526590198123";"1.021484375";"0.951171875";"9.76450315910396";"1";"12.4626865671642";"2015"
"343";"São Domingos do Norte - ES";"0.217550274223035";"0.193784277879342";"0.995";"0.905";"11.8906064209275";"1";"15.1428571428571";"2015"
"344";"São Gabriel da Palha - ES";"0.205792682926829";"0.188008130081301";"0.889021479713604";"0.807875894988067";"3.11138767890479";"0.9";"20.9090909090909";"2015"
"345";"São José do Calçado - ES";"0.305903398926655";"0.323792486583184";"0.941391941391941";"0.758241758241758";"8.2051282051282";"0.875";"13.375";"2015"
"346";"São Mateus - ES";"0.292338096685923";"0.255852842809365";"1.01033668044891";"0.913762551683402";"7.1837851706149";"0.892857142857143";"14.2682926829268";"2015"
"347";"São Roque do Canaã - ES";"0.252491694352159";"0.23421926910299";"1.03643724696356";"0.951417004048583";"7.29166666666667";"1";"12.3636363636364";"2015"
"348";"Serra - ES";"0.208861168562565";"0.178451396070321";"0.870837957824639";"0.789955604883463";"1.66559412499527";"0.738636363636364";"17.7067039106145";"2015"
"349";"Sooretama - ES";"0.374883720930233";"0.348837209302326";"0.987428571428571";"0.896";"3.18840579710145";"1";"17.3958333333333";"2015"
"350";"Vargem Alta - ES";"0.220600162206002";"0.209245742092457";"1.05794392523364";"0.951401869158878";"8.00800800800801";"0.9375";"17.8297872340426";"2015"
"351";"Venda Nova do Imigrante - ES";"0.572295247724975";"0.543983822042467";"1.09433962264151";"0.994339622641509";"6.13839285714286";"0.818181818181818";"13.1724137931034";"2015"
