Código;Território;Famílias Beneficiárias-2004;Famílias Beneficiárias-2005;Famílias Beneficiárias-2006;Famílias Beneficiárias-2007;Famílias Beneficiárias-2008;Famílias Beneficiárias-2009;Famílias Beneficiárias-2010;Famílias Beneficiárias-2011;Famílias Beneficiárias-2012;Famílias Beneficiárias-2013;Famílias Beneficiárias-2014;Famílias Beneficiárias-2015;Famílias Beneficiárias-2016;Famílias Beneficiárias-2017;Famílias Beneficiárias-2018;Famílias Beneficiárias-2019
0;Brasil;6571839;8700445;10965810;10956436;10557996;12370915;12778220;13361495;13902155;14086199;14003441;13936791;13569576;13828609;14142764;13841302
